CHR,GeneName,TranscriptId,allhetRA,sum_homAA,homAlt_aaf,comp_het,compHet_aaf,sum_KO,inExternalDataset
22,DUSP18,ENST00000334679,8297,17,0.004058655,0,0,17,TRUE
1,DUSP27,ENST00000361200,2976,3,0.000974504,0,0,3,TRUE
19,DUXA,ENST00000554048,143,0,NA,3,3.14E-06,3,FALSE
10,DYDC2,ENST00000256039,4071,38,0.002055762,0,0,38,TRUE
18,DYNAP,ENST00000321600,191,2,5.64E-05,0,0,2,FALSE
7,DYNC1I1,ENST00000324972,173,1,7.63E-06,0,0,1,FALSE
1,DYRK3,ENST00000367109,1391,5,0.000371095,0,0,5,TRUE
12,DYRK4,ENST00000540757,917,2,0.000137781,0,0,2,TRUE
2,DYSF,ENST00000410020,2439,2,1.53E-05,0,0,2,TRUE
2,DYTN,ENST00000452335,7407,47,0.003438519,8,8.38E-06,55,TRUE
20,DZANK1,ENST00000358866,1490,2,6.35E-05,0,0,2,TRUE
6,E2F3,ENST00000346618,31,1,2.03E-06,0,0,1,FALSE
10,EBLN1,ENST00000422359,38,0,NA,4,4.19E-06,4,FALSE
3,EBLN2,ENST00000533473,828,4,0.000402103,0,0,4,TRUE
1,EBNA1BP2,ENST00000236051,1969,9,0.000776455,0,0,9,TRUE
3,ECE2,ENST00000404464,1344,2,6.15E-05,0,0,2,TRUE
19,ECH1,ENST00000221418,1050,4,0.000361944,0,0,4,TRUE
1,ECHDC2,ENST00000371522,8151,15,0.003231585,3,3.14E-06,18,TRUE
10,ECHDC3,ENST00000379215,571,5,0.000158098,0,0,5,TRUE
16,ECI1,ENST00000301729,1703,2,0.000141323,0,0,2,TRUE
6,ECI2,ENST00000380118,601,2,7.88E-05,0,0,2,TRUE
1,ECM1,ENST00000369047,992,3,7.94E-05,0,0,3,FALSE
9,ECM2,ENST00000344604,4936,3,0.001940388,4,4.19E-06,7,TRUE
2,ECRG4,ENST00000238044,2430,10,0.000368048,0,0,10,TRUE
6,ECT2L,ENST00000541398,11521,40,0.004188936,20,2.09E-05,60,TRUE
23,EDA2R,ENST00000374719,276,2,5.08E-06,0,0,2,TRUE
19,EDDM13,ENST00000649256,7901,155,0.004014701,0,0,155,TRUE
13,EEF1AKMT1,ENST00000382758,176,2,4.07E-06,0,0,2,FALSE
3,EEF1AKMT4-ECE2,ENST00000402825,1389,2,6.15E-05,0,0,2,TRUE
16,EEF2K,ENST00000263026,2415,3,0.000645603,0,0,3,FALSE
3,EFCAB12,ENST00000505956,3245,5,0.001346107,2,2.09E-06,7,TRUE
17,EFCAB13,ENST00000331493,267178,339,0.016051595,296,0.00030994,635,TRUE
1,EFCAB14,ENST00000371933,344,1,1.02E-06,0,0,1,FALSE
1,EFCAB2,ENST00000366523,1590,2,0.000440739,0,0,2,FALSE
17,EFCAB3,ENST00000305286,13479,42,0.006318266,10,1.05E-05,52,TRUE
17,EFCAB5,ENST00000394835,12414,80,0.0053301,30,3.14E-05,110,TRUE
22,EFCAB6,ENST00000262726,13601,74,0.005818558,21,2.20E-05,95,TRUE
1,EFCAB7,ENST00000371088,1403,1,8.13E-06,0,0,1,TRUE
20,EFCAB8,ENST00000400522,1773,2,2.19E-05,2,2.09E-06,4,FALSE
5,EFCAB9,ENST00000398186,227,1,5.49E-05,0,0,1,FALSE
3,EFCC1,ENST00000436022,1316,1,9.15E-06,0,0,1,TRUE
3,EFHB,ENST00000295824,13114,178,0.005907672,15,1.57E-05,193,TRUE
8,EFR3A,ENST00000254624,652,1,0.000119956,0,0,1,TRUE
4,EGF,ENST00000265171,926,1,1.02E-06,8,8.38E-06,9,FALSE
23,EGFL6,ENST00000361306,366,1,6.10E-06,0,0,1,TRUE
9,EGFL7,ENST00000308874,743,3,0.000182507,0,0,3,TRUE
6,EGFL8,ENST00000333845,9099,27,0.004338243,5,5.24E-06,32,TRUE
5,EGFLAM,ENST00000322350,637,1,1.02E-06,0,0,1,FALSE
11,EHBP1L1,ENST00000309295,2114,1,1.17E-05,0,0,1,TRUE
15,EHD4,ENST00000220325,268,1,2.54E-06,0,0,1,FALSE
3,EHHADH,ENST00000231887,1904,5,0.000410746,0,0,5,TRUE
3,EIF2A,ENST00000460851,619,1,3.20E-05,0,0,1,FALSE
2,EIF2AK2,ENST00000233057,218,1,4.07E-06,0,0,1,FALSE
15,EIF2AK4,ENST00000263791,1178,2,1.88E-05,0,0,2,FALSE
5,EIF4E1B,ENST00000318682,276,1,1.02E-06,0,0,1,FALSE
2,EIF5B,ENST00000289371,7258,26,0.003647495,0,0,26,TRUE
17,ELAC2,ENST00000338034,2426,9,0.00058765,0,0,9,TRUE
23,ELF4,ENST00000308167,44,1,2.54E-06,0,0,1,TRUE
5,ELL2,ENST00000237853,69,1,5.09E-06,0,0,1,FALSE
15,ELL3,ENST00000319359,842,2,7.68E-05,0,0,2,TRUE
16,ELMO3,ENST00000393997,6972,23,0.003014002,6,6.28E-06,29,TRUE
18,ELOA2,ENST00000332567,28,0,NA,2,2.09E-06,2,FALSE
5,EMB,ENST00000303221,505,3,9.30E-05,0,0,3,FALSE
4,EMCN,ENST00000296420,453,2,2.95E-05,0,0,2,FALSE
17,EME1,ENST00000338165,1437,1,9.15E-06,0,0,1,TRUE
16,EME2,ENST00000568449,39817,2,2.85E-05,3,3.14E-06,5,FALSE
22,EMID1,ENST00000334018,429,1,1.02E-06,0,0,1,FALSE
2,EMILIN1,ENST00000380320,408,1,5.59E-06,0,0,1,FALSE
18,EMILIN2,ENST00000254528,18252,177,0.008918953,17,1.78E-05,194,FALSE
11,EML3,ENST00000394773,275,1,2.54E-06,0,0,1,FALSE
2,EML6,ENST00000356458,953,1,3.56E-06,0,0,1,FALSE
16,EMP2,ENST00000359543,214,1,4.07E-06,0,0,1,FALSE
9,ENDOG,ENST00000372642,6061,12,0.002583435,4,4.19E-06,16,TRUE
12,ENDOU,ENST00000422538,5466,4,0.002106377,3,3.14E-06,7,TRUE
17,ENDOV,ENST00000518137,69519,6,0.000223165,0,0,6,TRUE
17,ENGASE,ENST00000579016,2660,1,1.53E-06,0,0,1,TRUE
16,ENKD1,ENST00000243878,880,1,3.66E-05,0,0,1,TRUE
10,ENO4,ENST00000341276,4473,4,0.002022765,0,0,4,TRUE
18,ENOSF1,ENST00000647584,1463,5,0.000219108,0,0,5,TRUE
4,ENPEP,ENST00000265162,21666,129,0.010208189,23,2.41E-05,152,TRUE
8,ENPP2,ENST00000075322,99,1,7.12E-06,0,0,1,FALSE
6,ENPP3,ENST00000357639,4685,8,0.001622687,4,4.19E-06,12,TRUE
6,ENPP5,ENST00000371383,723,1,1.58E-05,0,0,1,FALSE
4,ENPP6,ENST00000296741,251,1,1.98E-05,0,0,1,TRUE
17,ENPP7,ENST00000328313,39609,1,6.25E-05,0,0,1,TRUE
22,ENTHD1,ENST00000325157,12358,60,0.006246581,0,0,60,TRUE
9,ENTPD2,ENST00000355097,14083,82,0.006926921,9,9.42E-06,91,TRUE
3,ENTPD3,ENST00000301825,973,1,1.58E-05,3,3.14E-06,4,FALSE
8,ENTPD4,ENST00000358689,1772,1,7.78E-05,0,0,1,FALSE
10,ENTPD7,ENST00000370489,1671,2,0.000554101,0,0,2,TRUE
9,ENTPD8,ENST00000371506,2535,0,NA,3,3.14E-06,3,TRUE
9,ENTR1,ENST00000357365,703,1,1.53E-06,0,0,1,FALSE
3,EOGT,ENST00000383701,4722,56,0.002095926,3,3.14E-06,59,TRUE
12,EP400,ENST00000389561,534,1,4.78E-05,0,0,1,TRUE
5,EPB41L4A,ENST00000261486,353635,4,1.37E-05,0,0,4,TRUE
7,EPHA1,ENST00000275815,1601,1,7.12E-06,0,0,1,TRUE
1,EPHA10,ENST00000373048,3487,0,NA,2,2.09E-06,2,TRUE
8,EPHX2,ENST00000521400,1416,1,1.53E-05,0,0,1,FALSE
19,EPHX3,ENST00000221730,460,1,1.02E-06,0,0,1,FALSE
17,EPN3,ENST00000268933,6797,39,0.00233688,5,5.24E-06,44,TRUE
20,EPPIN,ENST00000354280,421,3,0.000180464,0,0,3,FALSE
20,EPPIN-WFDC6,ENST00000504988,479,3,0.000180464,0,0,3,FALSE
1,EPRS1,ENST00000366923,461,1,4.58E-06,0,0,1,FALSE
19,EPS8L1,ENST00000201647,1650,2,0.000232823,0,0,2,FALSE
11,EPS8L2,ENST00000318562,1358,1,8.95E-05,0,0,1,TRUE
13,EPSTI1,ENST00000313624,3174,12,0.00089291,0,0,12,TRUE
17,EPX,ENST00000225371,28616,129,0.014084054,128,0.00013403,257,TRUE
12,EPYC,ENST00000261172,1544,8,0.00053378,0,0,8,TRUE
5,ERAP1,ENST00000443439,8563,15,0.003470546,10,1.05E-05,25,TRUE
5,ERAP2,ENST00000437043,5032,12,0.001613538,5,5.24E-06,17,TRUE
9,ERCC6L2,ENST00000653738,1822,2,0.000310601,0,0,2,TRUE
2,ERFE,ENST00000546354,833,1,0.000155049,0,0,1,TRUE
19,ERFL,ENST00000597630,286,1,2.54E-06,0,0,1,FALSE
1,ERICH3,ENST00000326665,2045,9,0.000157084,0,0,9,TRUE
8,ERICH5,ENST00000318528,603,1,2.14E-05,0,0,1,TRUE
3,ERICH6,ENST00000295910,4546,7,0.001912416,8,8.38E-06,15,TRUE
13,ERICH6B,ENST00000298738,1493,1,3.05E-06,0,0,1,FALSE
6,ERMARD,ENST00000366773,4205,3,2.49E-05,6,6.28E-06,9,TRUE
9,ERMP1,ENST00000339450,1620,2,0.000265364,0,0,2,FALSE
16,ERN2,ENST00000256797,3083,5,0.000101162,0,0,5,TRUE
1,ERO1B,ENST00000354619,414,1,1.02E-06,0,0,1,TRUE
12,ERP27,ENST00000266397,1349,2,0.000221641,0,0,2,FALSE
19,ERVV-2,ENST00000601417,193,2,9.40E-05,0,0,2,FALSE
20,ESF1,ENST00000202816,5479,18,0.002534693,0,0,18,TRUE
12,ESPL1,ENST00000257934,1662,3,0.000775239,0,0,3,TRUE
12,ESYT1,ENST00000394048,1042,1,1.53E-06,0,0,1,TRUE
3,ESYT3,ENST00000389567,2473,4,0.000229341,2,2.09E-06,6,TRUE
12,ETFBKMT,ENST00000357721,8151,31,0.004064838,0,0,31,TRUE
1,ETV3L,ENST00000454449,1455,4,0.000547528,0,0,4,FALSE
17,ETV4,ENST00000319349,1053,2,0.000333989,0,0,2,TRUE
6,ETV7,ENST00000340181,713,2,7.42E-05,0,0,2,FALSE
17,EVPL,ENST00000301607,1716,0,NA,30,3.14E-05,30,TRUE
17,EVPLL,ENST00000399134,3870,38,0.001788882,0,0,38,TRUE
9,EXD3,ENST00000340951,1492,1,8.13E-06,6,6.28E-06,7,TRUE
1,EXO1,ENST00000366548,5528,7,0.002403541,4,4.19E-06,11,TRUE
1,EXO5,ENST00000372703,35635,102,0.001475247,0,0,102,TRUE
16,EXOC3L1,ENST00000314586,10473,51,0.00481532,6,6.28E-06,57,TRUE
3,EXOG,ENST00000287675,699,1,2.19E-05,0,0,1,TRUE
4,EXOSC9,ENST00000243498,914,1,3.05E-06,0,0,1,FALSE
11,EXPH5,ENST00000265843,628,1,3.56E-06,0,0,1,FALSE
1,EXTL1,ENST00000374280,13195,37,0.006417166,17,1.78E-05,54,TRUE
6,EYS,ENST00000503581,5154,7,0.000435485,6,6.28E-06,13,TRUE
4,F11,ENST00000403665,1969,10,0.000640011,0,0,10,TRUE
5,F12,ENST00000253496,1140,4,0.000339069,0,0,4,FALSE
23,FAAH2,ENST00000374900,862,1,0.000195717,0,0,1,TRUE
1,FABP3,ENST00000373713,1034,3,0.00043718,0,0,3,FALSE
8,FABP9,ENST00000379071,115,1,1.02E-06,0,0,1,FALSE
17,FADS6,ENST00000612771,326,4,7.68E-05,0,0,4,TRUE
2,FAHD2B,ENST00000414820,261,1,3.56E-06,0,0,1,TRUE
4,FAM114A1,ENST00000358869,1957,8,0.000627985,0,0,8,FALSE
11,FAM118B,ENST00000533050,272,2,4.32E-05,0,0,2,FALSE
6,FAM120B,ENST00000476287,1290,4,0.000376179,0,0,4,TRUE
7,FAM126A,ENST00000432176,262,1,7.63E-06,0,0,1,FALSE
2,FAM136A,ENST00000430566,463,2,0.000106245,0,0,2,TRUE
4,FAM13A,ENST00000264344,2478,6,0.000766131,0,0,6,TRUE
10,FAM149B1,ENST00000242505,1020,1,1.07E-05,0,0,1,TRUE
1,FAM151A,ENST00000302250,50840,27,0.003219992,26,2.72E-05,53,TRUE
5,FAM153B,ENST00000515817,863,3,0.000431588,0,0,3,TRUE
8,FAM160B2,ENST00000289921,690,2,1.47E-05,0,0,2,FALSE
2,FAM161A,ENST00000404929,1791,2,0.000408204,0,0,2,TRUE
14,FAM161B,ENST00000286544,1366,5,0.00030196,0,0,5,TRUE
3,FAM162A,ENST00000477892,917,4,0.000390626,0,0,4,TRUE
6,FAM162B,ENST00000368557,932,1,0.000253182,0,0,1,TRUE
9,FAM166A,ENST00000344774,12414,51,0.005972143,8,8.38E-06,59,TRUE
9,FAM166B,ENST00000399742,124365,2,4.63E-05,2,2.09E-06,4,TRUE
2,FAM166C,ENST00000329615,1268,11,0.000266381,0,0,11,TRUE
5,FAM170A,ENST00000613773,491,2,6.96E-05,0,0,2,FALSE
19,FAM174C,ENST00000409293,736,3,0.000216051,0,0,3,TRUE
2,FAM178B,ENST00000490605,1115,1,4.73E-05,0,0,1,TRUE
11,FAM180B,ENST00000538490,627,1,1.02E-06,0,0,1,FALSE
14,FAM181A,ENST00000267594,136,1,3.05E-05,0,0,1,TRUE
1,FAM183A,ENST00000335282,4325,12,0.002124915,0,0,12,TRUE
4,FAM184B,ENST00000265018,1539,1,8.90E-05,0,0,1,TRUE
7,FAM185A,ENST00000413034,170,2,2.85E-05,0,0,2,TRUE
12,FAM186A,ENST00000327337,16398,59,0.007160406,22,2.30E-05,81,TRUE
12,FAM186B,ENST00000257894,1284,6,0.000178939,0,0,6,TRUE
1,FAM189B,ENST00000361361,2666,2,0.000938946,0,0,2,TRUE
7,FAM200A,ENST00000449309,2405,4,0.000871312,0,0,4,TRUE
4,FAM200B,ENST00000422728,4297,29,0.001325838,3,3.14E-06,32,TRUE
9,FAM205A,ENST00000378788,535,1,9.61E-05,0,0,1,FALSE
21,FAM207A,ENST00000291634,303,2,4.07E-05,0,0,2,TRUE
20,FAM209B,ENST00000371325,35,1,7.26E-06,0,0,1,TRUE
17,FAM20A,ENST00000592554,830,2,6.96E-05,0,0,2,FALSE
20,FAM210B,ENST00000371384,574,2,0.000194699,0,0,2,FALSE
6,FAM217A,ENST00000274673,345,1,7.17E-05,0,0,1,TRUE
20,FAM217B,ENST00000360816,52,1,1.37E-05,0,0,1,FALSE
7,FAM221A,ENST00000344962,12136,48,0.005994328,0,0,48,TRUE
22,FAM227A,ENST00000355830,12133,282,0.005789112,105,0.00010994,387,TRUE
15,FAM227B,ENST00000299338,4701,5,0.001515944,3,3.14E-06,8,TRUE
16,FAM234A,ENST00000399932,2985,1,0.001114407,2,2.09E-06,3,FALSE
21,FAM3B,ENST00000357985,1762,7,0.000482422,0,0,7,FALSE
3,FAM3D,ENST00000358781,181,1,6.61E-06,0,0,1,FALSE
1,FAM43B,ENST00000332947,224,1,1.88E-05,0,0,1,FALSE
4,FAM47E,ENST00000424749,14581,440,0.00755887,120,0.00012565,560,TRUE
4,FAM47E-STBD1,ENST00000515604,12661,423,0.00660396,9,9.42E-06,432,TRUE
4,FAM53A,ENST00000308132,278,1,5.49E-05,0,0,1,TRUE
12,FAM71C,ENST00000324341,2132,5,0.000922147,0,0,5,TRUE
19,FAM71E1,ENST00000600100,3299,5,0.001592061,0,0,5,TRUE
19,FAM71E2,ENST00000424985,895,3,0.000128612,0,0,3,TRUE
7,FAM71F1,ENST00000315184,926,2,0.000261294,0,0,2,TRUE
1,FAM76A,ENST00000373954,124,2,7.63E-06,0,0,2,FALSE
5,FAM81B,ENST00000283357,58376,88,0.007572519,31,3.25E-05,119,TRUE
8,FAM83A,ENST00000518448,9499,27,0.004760189,30,3.14E-05,57,TRUE
20,FAM83C,ENST00000374408,231,1,1.93E-05,0,0,1,FALSE
20,FAM83D,ENST00000619850,781,1,0.000125056,0,0,1,FALSE
19,FAM83E,ENST00000263266,968,2,0.000181999,0,0,2,FALSE
17,FAM83G,ENST00000388995,355,1,5.08E-06,0,0,1,FALSE
8,FAM83H,ENST00000388913,4467,12,0.002215381,0,0,12,TRUE
1,FAM89A,ENST00000366654,989,1,2.49E-05,0,0,1,FALSE
19,FAM98C,ENST00000252530,3749,7,0.001116853,5,5.24E-06,12,TRUE
15,FAN1,ENST00000362065,2290,2,4.22E-05,0,0,2,FALSE
2,FANCL,ENST00000233741,7914,20,0.003728543,0,0,20,TRUE
14,FANCM,ENST00000267430,3927,5,0.001303414,0,0,5,TRUE
10,FANK1,ENST00000368693,4396,3,0.001809732,3,3.14E-06,6,TRUE
19,FARSA,ENST00000314606,340,1,7.12E-06,0,0,1,FALSE
2,FASTKD1,ENST00000453153,45164,108,0.009395717,15,1.57E-05,123,TRUE
4,FAT1,ENST00000441802,944,1,1.02E-06,0,0,1,FALSE
5,FAXDC2,ENST00000326080,653,1,2.14E-05,0,0,1,FALSE
10,FBH1,ENST00000362091,230,1,8.64E-06,0,0,1,FALSE
1,FBLIM1,ENST00000375766,487,1,4.83E-05,0,0,1,TRUE
2,FBLN7,ENST00000331203,489,1,4.27E-05,0,0,1,FALSE
19,FBN3,ENST00000600128,3685,4,0.000201908,4,4.19E-06,8,TRUE
9,FBP2,ENST00000375337,407,1,2.44E-05,0,0,1,FALSE
19,FBXL12,ENST00000247977,209,1,7.12E-06,0,0,1,FALSE
7,FBXL13,ENST00000313221,1032,1,7.32E-05,0,0,1,TRUE
15,FBXL22,ENST00000638704,584,3,0.000207555,0,0,3,FALSE
16,FBXL8,ENST00000258200,16021,452,0.008557558,2,2.09E-06,454,TRUE
8,FBXO16,ENST00000380254,1076,8,0.000446862,0,0,8,TRUE
19,FBXO17,ENST00000292852,1223,5,0.000311626,0,0,5,FALSE
15,FBXO22,ENST00000308275,450,2,0.000179965,0,0,2,TRUE
19,FBXO27,ENST00000292853,2513,13,0.000942565,0,0,13,TRUE
6,FBXO30,ENST00000237281,123,1,1.07E-05,0,0,1,FALSE
2,FBXO36,ENST00000283946,452,1,1.17E-05,0,0,1,TRUE
17,FBXO39,ENST00000321535,444,1,1.58E-05,0,0,1,FALSE
5,FBXO4,ENST00000281623,610,2,0.000134204,0,0,2,FALSE
3,FBXO40,ENST00000338040,1196,6,0.000252141,0,0,6,TRUE
1,FBXO42,ENST00000375592,155,1,5.85E-05,0,0,1,FALSE
1,FBXO6,ENST00000376753,63,1,2.03E-06,0,0,1,TRUE
12,FBXW8,ENST00000652555,9115,27,0.004133702,11,1.15E-05,38,TRUE
19,FBXW9,ENST00000393261,822,1,1.93E-05,0,0,1,FALSE
1,FCAMR,ENST00000324852,1019,1,4.58E-06,0,0,1,TRUE
19,FCAR,ENST00000355524,750,5,0.000179447,0,0,5,TRUE
19,FCER2,ENST00000597921,7283,65,0.00359081,0,0,65,TRUE
19,FCGBP,ENST00000616721,2541,1,3.66E-05,2,2.09E-06,3,TRUE
1,FCGR1A,ENST00000369168,11203,47,0.00562185,0,0,47,TRUE
1,FCGR3A,ENST00000443193,35,1,1.02E-06,0,0,1,FALSE
1,FCGR3B,ENST00000650385,43,3,8.13E-06,0,0,3,TRUE
5,FCHSD1,ENST00000435817,5297,9,0.001686701,5,5.24E-06,14,TRUE
9,FCN1,ENST00000371806,1977,7,0.000434149,0,0,7,TRUE
9,FCN2,ENST00000291744,1737,3,0.000684902,0,0,3,TRUE
1,FCN3,ENST00000270879,35971,7,0.00232929,0,0,7,TRUE
1,FCRL1,ENST00000368176,1157,2,0.000509366,0,0,2,FALSE
1,FCRL2,ENST00000361516,3612,13,0.001586561,0,0,13,TRUE
1,FCRL3,ENST00000368184,6369,11,0.00212897,9,9.42E-06,20,TRUE
1,FCRL5,ENST00000361835,808,1,1.02E-06,2,2.09E-06,3,FALSE
1,FCRL6,ENST00000368106,5286,13,0.001810412,3,3.14E-06,16,TRUE
1,FCRLB,ENST00000367948,2413,55,0.001139728,2,2.09E-06,57,TRUE
16,FCSK,ENST00000288078,2847,5,0.000475815,2,2.09E-06,7,TRUE
11,FDXACB1,ENST00000260257,3288,10,0.001288785,3,3.14E-06,13,TRUE
5,FER,ENST00000281092,194,1,1.02E-06,0,0,1,FALSE
8,FER1L6,ENST00000522917,4641,10,0.000644082,9,9.42E-06,19,TRUE
3,FETUB,ENST00000265029,3431,0,NA,2,2.09E-06,2,TRUE
9,FGD3,ENST00000375482,135,1,1.53E-06,0,0,1,FALSE
17,FGF11,ENST00000293829,583,1,7.12E-06,0,0,1,FALSE
19,FGF22,ENST00000215530,729,1,0.000250618,0,0,1,TRUE
4,FGFBP1,ENST00000382333,2261,12,0.000947637,0,0,12,TRUE
8,FGFR1,ENST00000447712,225,1,3.61E-05,0,0,1,FALSE
4,FGFR3,ENST00000440486,210,1,6.86E-05,0,0,1,FALSE
1,FGGY,ENST00000303721,7869,18,0.003422221,4,4.19E-06,22,TRUE
8,FGL1,ENST00000427924,3937,23,0.001677147,3,3.14E-06,26,TRUE
1,FHAD1,ENST00000358897,9909,26,0.004243221,18,1.89E-05,44,TRUE
6,FHL5,ENST00000326771,292,1,1.02E-06,0,0,1,FALSE
9,FIBCD1,ENST00000372338,4046,7,0.001438121,0,0,7,TRUE
6,FIG4,ENST00000230124,1643,1,2.54E-06,0,0,1,TRUE
3,FILIP1L,ENST00000354552,901,1,1.12E-05,0,0,1,FALSE
11,FJX1,ENST00000317811,97,1,2.54E-06,0,0,1,FALSE
9,FKBP15,ENST00000238256,1185,1,3.05E-06,0,0,1,FALSE
2,FKBP7,ENST00000424785,4685,8,0.00227791,0,0,8,TRUE
7,FKBP9,ENST00000242209,263,1,2.90E-05,0,0,1,FALSE
2,FLACC1,ENST00000392257,1558,3,0.000114887,4,4.19E-06,7,TRUE
1,FLG2,ENST00000388718,62,0,NA,23,2.41E-05,23,FALSE
3,FLNB,ENST00000295956,896,1,1.02E-06,0,0,1,FALSE
16,FLYWCH1,ENST00000253928,1825,7,0.000380246,0,0,7,TRUE
1,FMO1,ENST00000617670,354,1,6.10E-06,0,0,1,FALSE
1,FMO2,ENST00000209929,104476,22,0.002051209,3,3.14E-06,25,TRUE
1,FMO3,ENST00000367755,2066,1,0.00069695,0,0,1,FALSE
1,FMO5,ENST00000254090,1242,2,3.05E-05,0,0,2,TRUE
17,FN3KRP,ENST00000269373,964,6,0.000155047,0,0,6,TRUE
2,FNDC4,ENST00000264703,1581,3,0.000514634,0,0,3,FALSE
1,FNDC7,ENST00000370017,3192,4,0.000493651,3,3.14E-06,7,TRUE
9,FOCAD,ENST00000380249,1655,1,5.29E-05,0,0,1,TRUE
11,FOLR1,ENST00000393676,4840,23,0.002428904,0,0,23,TRUE
11,FOLR3,ENST00000611028,3236,2,0.001593168,0,0,2,TRUE
2,FOXD4L1,ENST00000306507,27,1,5.09E-06,0,0,1,TRUE
16,FOXL1,ENST00000320241,70,1,3.41E-05,0,0,1,FALSE
22,FOXRED2,ENST00000397224,769,1,8.59E-05,0,0,1,FALSE
1,FPGT,ENST00000370898,1025,1,9.36E-05,0,0,1,TRUE
1,FPGT-TNNI3K,ENST00000557284,7328,32,0.001690258,10,1.05E-05,42,TRUE
9,FREM1,ENST00000380880,1956,2,8.34E-05,0,0,2,TRUE
4,FREM3,ENST00000329798,2362,3,0.000196223,2,2.09E-06,5,TRUE
6,FRK,ENST00000606080,701,1,4.22E-05,0,0,1,TRUE
9,FRMD3,ENST00000304195,206,1,1.07E-05,0,0,1,FALSE
11,FRMD8,ENST00000317568,366,1,1.47E-05,0,0,1,FALSE
10,FRMPD2,ENST00000374201,2456,3,0.000183007,0,0,3,TRUE
17,FSCN2,ENST00000417245,983,1,1.02E-06,0,0,1,TRUE
15,FSD2,ENST00000334574,1299,3,0.000132679,0,0,3,TRUE
15,FSIP1,ENST00000350221,4594,6,0.001674507,2,2.09E-06,8,TRUE
2,FSIP2,ENST00000424728,5736,6,0.000315716,4,4.19E-06,10,TRUE
5,FSTL4,ENST00000265342,191,1,1.22E-05,0,0,1,FALSE
21,FTCD,ENST00000397746,10387,35,0.004838216,5,5.24E-06,40,TRUE
6,FUCA2,ENST00000002165,823,1,5.90E-05,0,0,1,TRUE
10,FUOM,ENST00000278025,200,2,6.30E-05,0,0,2,FALSE
8,FUT10,ENST00000327671,848,2,0.000134205,0,0,2,TRUE
19,FUT2,ENST00000425340,2535,19,0.001234291,32,3.35E-05,51,TRUE
17,FXR2,ENST00000250113,41,1,1.42E-05,0,0,1,FALSE
19,FXYD3,ENST00000603181,107,1,3.05E-06,0,0,1,FALSE
1,FYB2,ENST00000343433,7184,30,0.003141658,10,1.05E-05,40,TRUE
3,FYCO1,ENST00000296137,1579,2,1.73E-05,0,0,2,TRUE
7,FZD9,ENST00000344575,324,1,7.93E-05,0,0,1,FALSE
2,G6PC2,ENST00000375363,5887,8,0.002297766,0,0,8,TRUE
22,GAB4,ENST00000400588,457699,4,0.000157084,0,0,4,FALSE
16,GABARAPL2,ENST00000037243,859,5,0.000419901,0,0,5,TRUE
6,GABRR1,ENST00000454853,483,1,3.00E-05,0,0,1,TRUE
6,GABRR2,ENST00000402938,599,1,3.05E-06,0,0,1,TRUE
3,GADL1,ENST00000282538,1939,15,0.000637103,5,5.24E-06,20,TRUE
2,GAL3ST2,ENST00000192314,10329,40,0.005202502,3,3.14E-06,43,TRUE
7,GAL3ST4,ENST00000360039,1507,6,0.000509881,0,0,6,TRUE
15,GALK2,ENST00000560031,969,1,9.66E-06,0,0,1,FALSE
9,GALNT12,ENST00000375011,425,1,2.54E-06,0,0,1,FALSE
2,GALNT13,ENST00000392825,145,1,1.53E-05,0,0,1,FALSE
3,GALNT15,ENST00000339732,1710,3,0.000276561,0,0,3,TRUE
14,GALNT16,ENST00000448469,200,1,1.02E-06,0,0,1,FALSE
2,GALNT5,ENST00000259056,2177,5,0.00035943,0,0,5,TRUE
12,GALNT6,ENST00000356317,1505,3,0.000432175,0,0,3,TRUE
12,GALNT8,ENST00000252318,2077,2,0.000186581,0,0,2,TRUE
15,GANC,ENST00000318010,3153,9,0.000384335,5,5.24E-06,14,TRUE
17,GAS2L2,ENST00000604641,2364,5,0.001010727,0,0,5,TRUE
3,GASK1A,ENST00000430121,2631,5,0.000871822,3,3.14E-06,8,TRUE
4,GASK1B,ENST00000585682,2300,2,6.81E-05,0,0,2,FALSE
20,GATA5,ENST00000252997,133,2,5.60E-06,0,0,2,FALSE
11,GATD1,ENST00000319863,627,1,0.000125089,0,0,1,FALSE
3,GBE1,ENST00000429644,2637,1,0.000881194,0,0,1,FALSE
1,GBP1,ENST00000370473,2384,1,0.000109803,2,2.09E-06,3,TRUE
1,GBP3,ENST00000370481,1135,5,0.000137767,0,0,5,TRUE
1,GBP4,ENST00000355754,9537,35,0.004420639,4,4.19E-06,39,TRUE
1,GBP5,ENST00000370459,20019,58,0.009328045,72,7.54E-05,130,TRUE
1,GBP7,ENST00000294671,9112,48,0.004397303,66,6.91E-05,114,TRUE
2,GCA,ENST00000437150,3745,8,0.001700822,3,3.14E-06,11,TRUE
22,GCAT,ENST00000248924,2131,7,0.00069306,3,3.14E-06,10,TRUE
2,GCC2,ENST00000309863,1122,1,9.31E-05,0,0,1,FALSE
2,GCFC2,ENST00000321027,2434,7,0.000749458,2,2.09E-06,9,TRUE
2,GCG,ENST00000418842,150,1,5.49E-05,0,0,1,FALSE
2,GCKR,ENST00000264717,9173,13,0.003729622,10,1.05E-05,23,TRUE
6,GCNT2,ENST00000495262,922,2,0.000164708,0,0,2,FALSE
15,GCNT3,ENST00000396065,24,0,NA,7,7.33E-06,7,FALSE
