studyId,traitFromSource,traitFromSourceMappedIds,diseaseIds,pubmedId,publicationDate,nCases,nControls,nSamples,cohorts,qualityControls,analysisFlags
GCST90268495,Mitochondrial DNA heteroplasmy (chrM:567:A:ACCCCCC case-only heteroplasmy),['EFO_0600008'],['EFO_0600008'],37587338,2023-08-16,0.0,0.0,4122.0,['UKB'],[],[]
GCST90271631,Lifetime childlessness,['EFO_0009102'],['EFO_0009102'],36864135,2023-03-02,0.0,0.0,450082.0,['UKB'],['Harmonized summary statistics are not available or empty'],[]
GCST90274388,Eicosanoid 15d PGJ2 b levels,['EFO_0020044'],['EFO_0020044'],37524825,2023-07-31,0.0,0.0,1910.0,['ARIC'],[],['Metabolite']
GCST90279673,Plasma metabolome feature (hilic_1152),['EFO_0005664'],['EFO_0005664'],36482414,2022-12-08,0.0,0.0,441.0,['other'],['Harmonized summary statistics are not available or empty'],[]
GCST90280607,Plasma metabolome feature (hilic_6461),['EFO_0005664'],['EFO_0005664'],36482414,2022-12-08,0.0,0.0,441.0,['other'],['Harmonized summary statistics are not available or empty'],[]
GCST90280761,Plasma metabolome feature (hilic_7304),['EFO_0005664'],['EFO_0005664'],36482414,2022-12-08,0.0,0.0,441.0,['other'],['Harmonized summary statistics are not available or empty'],[]
GCST90281191,Lymphatic filariasis with hydrocele,['EFO_0007272' 'EFO_1001859'],['EFO_0007272' 'EFO_1001859'],37146673,2023-05-03,278.0,1492.0,1770.0,['NR'],['Harmonized summary statistics are not available or empty'],[]
GCST90300615,Metabolite levels (docosahexaenoylcarnitine (C22:6)),['EFO_0800548'],['EFO_0800548'],37253714,2023-05-30,0.0,0.0,2157.0,['ARIC' 'HCHS' 'SOL' 'FHS' 'CHS' 'MESA'],['Harmonized summary statistics are not available or empty'],[]
GCST90317932,Cerebrospinal fluid alpha-hydroxyisocaproate levels,['EFO_0800009' 'OBA_2045291'],['EFO_0800009' 'OBA_2045291'],39528826,2024-11-11,0.0,0.0,2602.0,['Knight_ADRC' 'DIAN' 'Barcelona-1' 'ADNI' 'GR@ACE' 'WADRC' 'WRAP'],[],['Metabolite']
GCST90318154,Cerebrospinal fluid 2-hydroxy-4-(methylthio)butanoic acid levels,['EFO_0800113' 'OBA_2045291'],['EFO_0800113' 'OBA_2045291'],39528826,2024-11-11,0.0,0.0,2311.0,['Knight_ADRC' 'DIAN' 'Barcelona-1' 'ADNI' 'GR@ACE' 'WADRC' 'WRAP'],[],['Metabolite']
GCST90319049,Brain metabolite X-11787 levels,['EFO_0021258'],['EFO_0021258'],39528826,2024-11-11,0.0,0.0,601.0,['Knight_ADRC' 'ROSMAP' 'MAYO'],[],['Metabolite']
GCST90320679,T1 brain MRIs Unsupervised Deep learning derived Imaging Phenotypes (dimension 116),['OBA_2045210'],['OBA_2045210'],38580839,2024-04-05,0.0,0.0,22960.0,['UKB'],[],[]
GCST90384616,DTI TBSS MD Uncinate fasciculus R,['EFO_0004346'],['EFO_0004346'],38811844,2024-05-29,0.0,0.0,7058.0,['CHIMGEN'],[],[]
GCST90385127,DTI autoptx FA ilf r tract,['EFO_0004346'],['EFO_0004346'],38811844,2024-05-29,0.0,0.0,7058.0,['CHIMGEN'],[],[]
GCST90386956,REST UKBBICA NET100 1102,['EFO_0004346'],['EFO_0004346'],38811844,2024-05-29,0.0,0.0,7058.0,['CHIMGEN'],[],[]
GCST90388182,T1 FreeSurfer a2009s lh G parietal sup thickness,['EFO_0004346'],['EFO_0004346'],38811844,2024-05-29,0.0,0.0,40282.0,['UKB' 'CHIMGEN'],[],[]
GCST90388772,REST UKBBICA NET25 0085,['EFO_0004346'],['EFO_0004346'],38811844,2024-05-29,0.0,0.0,40282.0,['UKB' 'CHIMGEN'],[],[]
GCST90389218,T1 FreeSurfer pial lh middletemporal area,['EFO_0004346'],['EFO_0004346'],38811844,2024-05-29,0.0,0.0,40282.0,['UKB' 'CHIMGEN'],[],[]
GCST90389429,REST UKBBICA NET100 0161,['EFO_0004346'],['EFO_0004346'],38811844,2024-05-29,0.0,0.0,40282.0,['UKB' 'CHIMGEN'],[],[]
GCST90390281,REST UKBBICA NET100 1013,['EFO_0004346'],['EFO_0004346'],38811844,2024-05-29,0.0,0.0,40282.0,['UKB' 'CHIMGEN'],[],[]
GCST90430589,Left brain hemisphere region LO2 grey matter volume,['EFO_0004346'],['EFO_0004346'],39271676,2024-09-13,0.0,0.0,15771.0,['UKB'],[],[]
GCST90434569,Septin-7 levels,['OBA_2051722'],['OBA_2051722'],37794183,2023-10-04,0.0,0.0,46327.0,['UKB-PPP'],['Harmonized summary statistics are not available or empty'],[]
GCST90445942,Free Cholesterol to Cholesterol in Large VLDL percentage,['EFO_0004529'],['EFO_0004529'],39278973,2024-09-15,0.0,0.0,94658.0,['UKBB'],[],['Metabolite']
GCST90454409,Severity of induration at injection site at the injection site after COVID-19 booster vaccination,['EFO_0011048' 'EFO_0803362'],['EFO_0803362' 'EFO_0011048'],40222985,2025-04-13,0.0,0.0,2213.0,['Toshiba'],[],[]
GCST90455368,Patterns of brain structural covariance (C1024_811),['OBA_2045210'],['OBA_2045210'],38127979,2023-12-21,0.0,0.0,33541.0,['UKB'],['Harmonized summary statistics are not available or empty'],[]
GCST90475976,Arrhythmia (cardiac) NOS (PheCode 427.5),['EFO_0004269'],['EFO_0004269'],39024449,2024-07-19,32162.0,381733.0,413895.0,['MVP'],[],[]
GCST90478782,Erythematosquamous dermatosis (PheCode 690),['EFO_1000695'],['EFO_1000695'],39024449,2024-07-19,4331.0,113628.0,117959.0,['MVP'],['Harmonized summary statistics are not available or empty'],[]
GCST90479865,Exophthalmos (PheCode 242.3),['HP_0000520'],['HP_0000520'],39024449,2024-07-19,1322.0,570371.0,571693.0,['MVP'],['Harmonized summary statistics are not available or empty'],[]
GCST90480243,Pneumonia due to fungus (mycoses) (PheCode 480.3),['EFO_0003106' 'EFO_0007278'],['EFO_0003106' 'EFO_0007278'],39024449,2024-07-19,1721.0,567134.0,568855.0,['MVP'],[],[]
GCST90482179,Cholelithiasis and cholecystitis (PheCode 574),['EFO_0004799' 'HP_0001082'],['HP_0001082' 'EFO_0004799'],39024449,2024-07-19,219.0,6503.0,6722.0,['MVP'],['Harmonized summary statistics are not available or empty'],[]
GCST90482360,Hirsutism (PheCode 704.2),['HP_0001007'],['HP_0001007'],39024449,2024-07-19,492.0,121218.0,121710.0,['MVP'],['Harmonized summary statistics are not available or empty'],[]
GCST90488285,Phosphatidylinositol (36:2) levels,['EFO_0010230'],['EFO_0010230'],39753034,2025-01-02,0.0,0.0,1149.0,['TDCOB'],[],['Metabolite']
GCST90568707,Gut microbiome abundance (class Bifidobacterium longum (at 3 months) x Household furry pet cat or dog (3 Months) interaction,['EFO_0007874' 'EFO_0007944'],['EFO_0007944' 'EFO_0007874'],40187613,2025-04-03,0.0,0.0,693.0,['CHILD'],['Harmonized summary statistics are not available or empty'],[]
GCST90569493,Gut microbial network clusters (Salmon (at 1 year) x Birth Weight interaction,['EFO_0004344' 'EFO_0007874'],['EFO_0007874' 'EFO_0004344'],40187613,2025-04-03,0.0,0.0,688.0,['CHILD'],['Harmonized summary statistics are not available or empty'],[]
GCST90570529,Sex hormone-binding globulin levels,['EFO_0004696'],['EFO_0004696'],40316537,2025-05-02,0.0,0.0,19405.0,['MVP'],['Harmonized summary statistics are not available or empty'],[]
FINNGEN_R12_M13_MULTIFIBRO,Multifocal fibrosclerosis,['MONDO_0009230'],['MONDO_0009230'],,,218.0,484260.0,484478.0,['FinnGen'],[],[]
GCST000826,Cerebrospinal T-tau levels,['EFO_0004760'],['EFO_0004760'],20932310,2010-10-08,281.0,109.0,390.0,,['Harmonized summary statistics are not available or empty'],[]
GCST001434,Naphthyl-keratin adduct levels,['EFO_0004585'],['EFO_0004585'],22391508,2012-03-05,0.0,0.0,100.0,,['Harmonized summary statistics are not available or empty'],[]
GCST002546,Osteoprotegerin levels,['OBA_2050271'],['OBA_2050271'],25080503,2014-07-30,0.0,0.0,10336.0,,['Harmonized summary statistics are not available or empty'],[]
GCST006868,Type 2 diabetes,['MONDO_0005148'],['MONDO_0005148'],30054458,2018-07-27,21147.0,434460.0,455607.0,,['Harmonized summary statistics are not available or empty'],[]
GCST006882,Fimbria volume (corrected for total hippocampal volume),['OBA_2045245'],['OBA_2045245'],30279459,2018-10-02,0.0,0.0,21297.0,,['Harmonized summary statistics are not available or empty'],[]
GCST008402,Systolic blood pressure x physical activity (least vs most active quartile) interaction (2df),['EFO_0003940' 'EFO_0006335'],['EFO_0006335' 'EFO_0003940'],31167214,2019-06-05,0.0,0.0,3984.0,,['Harmonized summary statistics are not available or empty'],[]
GCST009927,Stress urinary incontinence,['HP_0010992'],['HP_0010992'],31729902,2019-11-15,1809.0,4811.0,6620.0,,[],[]
GCST011598,Sepsis (hospital admission),['HP_0100806'],['HP_0100806'],32592749,2020-06-24,4403.0,17612.0,22015.0,,['Harmonized summary statistics are not available or empty'],[]
GCST011779,Chronic widespread musculoskeletal pain,['EFO_0010099'],['EFO_0010099'],33926923,2021-04-29,6914.0,242929.0,249843.0,,['Harmonized summary statistics are not available or empty'],[]
GCST012187,Cardiovascular event in colchicine-treated recent myocardial infarction (time to event),['EFO_0006919'],['EFO_0006919'],33560138,2021-02-09,30.0,546.0,576.0,,['Harmonized summary statistics are not available or empty'],[]
GCST90003172,aparc-pial lh area frontalpole,['EFO_0008381'],['EFO_0008381'],33875891,2021-04-19,0.0,0.0,21282.0,['UKB'],[],[]
GCST90003342,aparc-a2009s lh area S-cingul-Marginalis,['EFO_0008381'],['EFO_0008381'],33875891,2021-04-19,0.0,0.0,21282.0,['UKB'],[],[]
GCST90003354,aparc-a2009s lh area S-oc-sup+transversal,['EFO_0008381'],['EFO_0008381'],33875891,2021-04-19,0.0,0.0,21282.0,['UKB'],[],[]
GCST90004184,IDP dMRI TBSS L3 Superior cerebellar peduncle L,['EFO_0004641'],['EFO_0004641'],33875891,2021-04-19,0.0,0.0,20860.0,['UKB'],[],[]
GCST90005349,rfMRI connectivity (ICA100 edge 496),['OBA_2045295'],['OBA_2045295'],33875891,2021-04-19,0.0,0.0,21081.0,['UKB'],[],[]
GCST90005589,rfMRI connectivity (ICA100 edge 736),['OBA_2045295'],['OBA_2045295'],33875891,2021-04-19,0.0,0.0,21081.0,['UKB'],['Harmonized summary statistics are not available or empty'],[]
GCST90006012,rfMRI connectivity (ICA100 edge 1159),['OBA_2045295'],['OBA_2045295'],33875891,2021-04-19,0.0,0.0,21081.0,['UKB'],[],[]
GCST90006163,rfMRI connectivity (ICA100 edge 1310),['OBA_2045295'],['OBA_2045295'],33875891,2021-04-19,0.0,0.0,21081.0,['UKB'],[],[]
GCST90010725,Aspartate levels,['EFO_0010462'],['EFO_0010462'],33414548,2021-01-07,0.0,0.0,30775.0,['FENLAND' 'EPIC-Norfolk' 'INTERVAL' 'KORA' 'TWINS-UK'],['Harmonized summary statistics are not available or empty'],['Metabolite']
GCST90011668,OTU99_59 (Prevotella) prevalence,['EFO_0007874'],['EFO_0007874'],33462482,2021-01-18,0.0,0.0,8956.0,['POPGEN' 'FOCUS' 'KORA' 'SHIP' 'SHIP-TREND'],[],[]
GCST90011682,TestASV_1 (Bacteroides) prevalence,['EFO_0007874'],['EFO_0007874'],33462482,2021-01-18,0.0,0.0,8956.0,['POPGEN' 'FOCUS' 'KORA' 'SHIP' 'SHIP-TREND'],[],[]
GCST90012914,Brain shape (segment 35),['OBA_2045210'],['OBA_2045210'],33821002,2021-04-05,0.0,0.0,19670.0,['UKB'],['Harmonized summary statistics are not available or empty'],['Multivariate analysis']
GCST90012980,Brain shape (segment 101),['OBA_2045210'],['OBA_2045210'],33821002,2021-04-05,0.0,0.0,19670.0,['UKB'],['Harmonized summary statistics are not available or empty'],['Multivariate analysis']
GCST90016958,Gut microbiota abundance (family Victivallaceae id.2255),['EFO_0007874'],['EFO_0007874'],33462485,2021-01-18,0.0,0.0,18340.0,,[],[]
GCST90018832,Diabetic nephropathy,['EFO_0000401'],['EFO_0000401'],34594039,2021-09-30,1252.0,584012.0,585264.0,['BBJ' 'UKB' 'FinnGen'],[],[]
GCST90032234,Blautia A sp900066145 abundance in stool,['EFO_0007874'],['EFO_0007874'],35115689,2022-02-03,0.0,0.0,5959.0,['FINRISK'],[],[]
GCST90043202,Job coding: coal worker or miner (surface or underground) (UKB data field 22601_81222848),['EFO_0005241'],['EFO_0005241'],34737426,2021-11-04,327.0,111951.0,112278.0,['UKB'],[],[]
GCST90044643,Fracture of hand or wrist (PheCode 804),['EFO_0009514'],['EFO_0009514'],34737426,2021-11-04,3030.0,453318.0,456348.0,['UKB'],[],[]
GCST90052900,Body mass index in childhood asthma,['EFO_0004340'],['EFO_0004340'],33888571,2021-04-22,0.0,0.0,892.0,['GACRS'],['Harmonized summary statistics are not available or empty'],[]
GCST90081760,ICD10 M25: joint disorder (Gene-based burden),['EFO_1000999'],['EFO_1000999'],34662886,2021-10-18,1757.0,327295.0,329052.0,['UKB'],['Harmonized summary statistics are not available or empty'],[]
GCST90082504,Ever contemplated self harm once (UKB data field 20485) (Gene-based burden),['EFO_0010817'],['EFO_0010817'],34662886,2021-10-18,10426.0,128724.0,139150.0,['UKB'],['Harmonized summary statistics are not available or empty'],[]
GCST90082524,Avoided activities or situations because of previous stressful experience in past month - A little bit (UKB data field 20495) (Gene-based burden),['EFO_0009863'],['EFO_0009863'],34662886,2021-10-18,20913.0,118564.0,139477.0,['UKB'],['Harmonized summary statistics are not available or empty'],[]
GCST90083142,Speed of sound through heel right (UKB data field 4122) (Gene-based burden),['EFO_0005654'],['EFO_0005654'],34662886,2021-10-18,0.0,0.0,166358.0,['UKB'],['Harmonized summary statistics are not available or empty'],[]
GCST90090989,High density lipoprotein cholesterol levels,['EFO_0004612'],['EFO_0004612'],32226016,2020-03-30,0.0,0.0,68585.0,['ARIC' 'BMBB' 'CARDIA' 'HCHS' 'SOL' 'WHI'],['Harmonized summary statistics are not available or empty'],[]
GCST90091623,Fasting free cholesterol in very large HDL,['EFO_0004612' 'EFO_0008591'],['EFO_0004612' 'EFO_0008591'],34610981,2021-10-05,0.0,0.0,,,['Harmonized summary statistics are not available or empty'],[]
GCST90091624,Fasting total lipids in very large HDL,['EFO_0004529' 'EFO_0004612'],['EFO_0004612' 'EFO_0004529'],34610981,2021-10-05,0.0,0.0,,,['Harmonized summary statistics are not available or empty'],[]
GCST90094731,Cherry liking,['EFO_0010155'],['EFO_0010155'],35585065,2022-05-18,0.0,0.0,159373.0,['UKB'],[],[]
GCST90101233,Killer cell immunoglobulin-like receptor 3DS1 levels,['EFO_0020519'],['EFO_0020519'],28240269,2017-02-27,0.0,0.0,997.0,['KORA'],['Harmonized summary statistics are not available or empty'],[]
GCST90129167,LysoPC 16:0 levels in coronary artery disease,['EFO_0021639'],['EFO_0021639'],33634981,2021-02-01,0.0,0.0,1551.0,,['Harmonized summary statistics are not available or empty'],[]
GCST90139646,Beta-cryptoxanthin levels,['EFO_0007897'],['EFO_0007897'],35347128,2022-03-28,0.0,0.0,6136.0,['METSIM'],['Harmonized summary statistics are not available or empty'],[]
GCST90140654,Benzoate levels,['EFO_0021150'],['EFO_0021150'],35347128,2022-03-28,0.0,0.0,6136.0,['METSIM'],['Harmonized summary statistics are not available or empty'],[]
GCST90176648,Metabolite peak levels (QI125),['EFO_0004725'],['EFO_0004725'],35995766,2022-08-22,0.0,0.0,2466.0,['JHS'],['Harmonized summary statistics are not available or empty'],['Metabolite']
GCST90178249,Metabolite peak levels (QI6904),['EFO_0004725'],['EFO_0004725'],35995766,2022-08-22,0.0,0.0,2466.0,['JHS'],['Harmonized summary statistics are not available or empty'],['Metabolite']
GCST90179372,Neurogenic locus notch homolog protein 3 levels,['EFO_0020600'],['EFO_0020600'],36349687,2022-11-09,0.0,0.0,2923.0,['HELIC-MANOLIS' 'HELIC-Pomak'],[],['Metabolite']
GCST90200450,Caproate (6:0) levels,['EFO_0021102'],['EFO_0021102'],36635386,2023-01-12,0.0,0.0,7564.0,['CLSA'],[],['Metabolite']
GCST90201629,Succinoyltaurine levels,['EFO_0004725'],['EFO_0004725'],36635386,2023-01-12,0.0,0.0,57.0,['CLSA'],[],['Metabolite']
GCST90245162,Cystine levels,['EFO_0800134'],['EFO_0800134'],36357675,2022-11-10,0.0,0.0,14296.0,['INTERVAL' 'EPIC-Norfolk'],['Harmonized summary statistics are not available or empty'],[]
GCST90245323,N-acetylkynurenine (2) levels,['EFO_0800083'],['EFO_0800083'],36357675,2022-11-10,0.0,0.0,14296.0,['INTERVAL' 'EPIC-Norfolk'],['Harmonized summary statistics are not available or empty'],[]
GCST90246573,ADP-ribosylation factor-like protein 11 levels,['EFO_0801355'],['EFO_0801355'],34648354,2021-11-12,0.0,0.0,10708.0,['other'],['Harmonized summary statistics are not available or empty'],[]
GCST90247787,Probable G-protein coupled receptor 135 levels,['EFO_0801916'],['EFO_0801916'],34648354,2021-11-12,0.0,0.0,10708.0,['other'],['Harmonized summary statistics are not available or empty'],[]
GCST90248363,Lysosome membrane protein 2 levels,['OBA_2050238'],['OBA_2050238'],34648354,2021-11-12,0.0,0.0,10708.0,['other'],['Harmonized summary statistics are not available or empty'],[]
GCST90248638,Protein kinase C-binding protein NELL2 levels,['EFO_0802949'],['EFO_0802949'],34648354,2021-11-12,0.0,0.0,10708.0,['other'],['Harmonized summary statistics are not available or empty'],[]
GCST90256815,Glycated hemoglobin (HbA1c) levels (kernel-based - splice),['EFO_0004541'],['EFO_0004541'],36088354,2022-09-10,0.0,0.0,182851.0,['UKB'],['Harmonized summary statistics are not available or empty'],[]
GCST90256855,Creatinine levels (kernel-based - splice),['OBA_2050096'],['OBA_2050096'],36088354,2022-09-10,0.0,0.0,183001.0,['UKB'],['Harmonized summary statistics are not available or empty'],[]
GCST90257696,1-methyladenosine levels in chronic kidney disease,['EFO_0010453'],['EFO_0010453'],35120996,2022-02-01,0.0,0.0,822.0,['CRIC'],[],['Metabolite']
GCST90264667,Urine 4-vinylguaiacol sulfate levels in chronic kidney disease,['EFO_0800998'],['EFO_0800998'],37277652,2023-06-05,0.0,0.0,4874.0,['GCKD'],[],['Metabolite']
GCST90265480,Urine mannonate* levels in chronic kidney disease,['EFO_0800971'],['EFO_0800971'],37277652,2023-06-05,0.0,0.0,4909.0,['GCKD'],[],['Metabolite']
GCST90266312,Plasma X-13695 levels in chronic kidney disease,['EFO_0800738'],['EFO_0800738'],37277652,2023-06-05,0.0,0.0,4297.0,['GCKD'],['The number of SNPs in the study is below the expected threshold'],['Metabolite']
GCST90274226,Resting state functional connectivity between dorsal anterior insula and left putamen,['OBA_2045295'],['OBA_2045295'],36864640,2023-03-02,0.0,0.0,390.0,['NR'],['Harmonized summary statistics are not available or empty'],[]
GCST90277310,Phosphatidylcholine (18:1_18:3) levels,['OBA_2045101'],['OBA_2045101'],37907536,2023-10-31,0.0,0.0,6339.0,['GeneRISK'],['Harmonized summary statistics are not available or empty'],[]
GCST90279449,Plasma metabolome feature (c18_510),['EFO_0005664'],['EFO_0005664'],36482414,2022-12-08,0.0,0.0,441.0,['other'],['Harmonized summary statistics are not available or empty'],[]
GCST90279923,Plasma metabolome feature (hilic_2713),['EFO_0005664'],['EFO_0005664'],36482414,2022-12-08,0.0,0.0,441.0,['other'],['Harmonized summary statistics are not available or empty'],[]
GCST90295028,Seropositivity for root peptide (agilent_170925),['EFO_0803593'],['EFO_0803593'],37164013,2023-04-25,0.0,0.0,1745.0,['Lifelines' 'other'],['Harmonized summary statistics are not available or empty'],[]
GCST90295106,Seropositivity for neisseria meningitidis peptide (agilent_236818),['EFO_0803637'],['EFO_0803637'],37164013,2023-04-25,0.0,0.0,1745.0,['Lifelines' 'other'],['Harmonized summary statistics are not available or empty'],[]
GCST90296283,"Eicosanoid 5,6-diHETrE b levels",['EFO_0020044'],['EFO_0020044'],37524825,2023-07-31,0.0,0.0,8406.0,['ARIC'],['Harmonized summary statistics are not available or empty'],[]
GCST90297518,Mean platelet volume (short tandem repeats),['OBA_0003277'],['OBA_0003277'],38116119,2023-12-13,0.0,0.0,15065.0,['UKB'],['Harmonized summary statistics are not available or empty'],[]
GCST90299635,Metabolite levels (guanosine),['EFO_0021124'],['EFO_0021124'],37253714,2023-05-30,0.0,0.0,8789.0,['ARIC' 'HCHS' 'SOL' 'FHS' 'CHS' 'MESA'],['Harmonized summary statistics are not available or empty'],[]
GCST90300391,Metabolite levels (N-acetylglucosamine/N-acetylgalactosamine),['OBA_2050401' 'OBA_2050402'],['OBA_2050402' 'OBA_2050401'],37253714,2023-05-30,0.0,0.0,6177.0,['ARIC' 'HCHS' 'SOL' 'FHS' 'CHS' 'MESA'],['Harmonized summary statistics are not available or empty'],[]
GCST90300998,Metabolite levels (NH4_C51:1 TAG),['EFO_0005664'],['EFO_0005664'],37253714,2023-05-30,0.0,0.0,1251.0,['ARIC' 'HCHS' 'SOL' 'FHS' 'CHS' 'MESA'],['Harmonized summary statistics are not available or empty'],[]
