Gene symbol,Ensembl gene ID,Disease name,EFO ID,Therapeutic area,gPS,Number of therapeutic areas
MLN,ENSG00000096395,Graves disease,EFO_0004237,endocrine system disease,19,12
DPYD,ENSG00000188641,schizophrenia,MONDO_0005090,nervous system disease,19,9
CASP8,ENSG00000064012,melanoma,EFO_0000756,cancer or benign tumor,22,4
CDK10,ENSG00000185324,melanoma,EFO_0000756,cancer or benign tumor,1,1
ATM,ENSG00000149311,melanoma,EFO_0000756,cancer or benign tumor,11,2
SLC25A46,ENSG00000164209,seasonal allergic rhinitis,EFO_0003956,respiratory or thoracic disease,14,5
LRRC32,ENSG00000137507,seasonal allergic rhinitis,EFO_0003956,respiratory or thoracic disease,36,10
CDCA7L,ENSG00000164649,multiple myeloma,EFO_0001378,cancer or benign tumor,4,3
TAFA5,ENSG00000219438,pancreatic carcinoma,EFO_0002618,cancer or benign tumor,2,2
KLF5,ENSG00000102554,pancreatic carcinoma,EFO_0002618,cancer or benign tumor,20,6
DAB2,ENSG00000153071,pancreatic carcinoma,EFO_0002618,cancer or benign tumor,6,5
PRLHR,ENSG00000119973,pancreatic carcinoma,EFO_0002618,cancer or benign tumor,2,1
BACH1,ENSG00000156273,pancreatic carcinoma,EFO_0002618,cancer or benign tumor,2,2
TFF1,ENSG00000160182,pancreatic carcinoma,EFO_0002618,cancer or benign tumor,1,1
IFI44,ENSG00000137965,bipolar disorder,MONDO_0004985,nervous system disease,1,1
PPM1M,ENSG00000164088,bipolar disorder,MONDO_0004985,nervous system disease,1,1
DGKH,ENSG00000102780,nephrolithiasis,EFO_0004253,urinary system disease,4,2
B3GNT2,ENSG00000170340,rheumatoid arthritis,EFO_0000685,musculoskeletal or connective tissue disease,15,7
PDE2A,ENSG00000186642,rheumatoid arthritis,EFO_0000685,musculoskeletal or connective tissue disease,2,2
PLD4,ENSG00000166428,rheumatoid arthritis,EFO_0000685,musculoskeletal or connective tissue disease,3,3
CSF2,ENSG00000164400,rheumatoid arthritis,EFO_0000685,musculoskeletal or connective tissue disease,6,5
ANXA3,ENSG00000138772,rheumatoid arthritis,EFO_0000685,musculoskeletal or connective tissue disease,2,2
ARID5B,ENSG00000150347,rheumatoid arthritis,EFO_0000685,musculoskeletal or connective tissue disease,25,11
NFKBIE,ENSG00000146232,rheumatoid arthritis,EFO_0000685,musculoskeletal or connective tissue disease,1,1
MAD1L1,ENSG00000002822,schizophrenia,MONDO_0005090,nervous system disease,30,7
NT5C2,ENSG00000076685,schizophrenia,MONDO_0005090,nervous system disease,10,5
MAGEC2,ENSG00000046774,anti-neutrophil antibody associated vasculitis,EFO_0004826,immune system disease,1,1
CPXCR1,ENSG00000147183,anti-neutrophil antibody associated vasculitis,EFO_0004826,immune system disease,2,2
IGFBP2,ENSG00000115457,esophageal carcinoma,EFO_0002916,cancer or benign tumor,1,1
ADCY3,ENSG00000138031,inflammatory bowel disease,EFO_0003767,"genetic, familial or congenital disease",10,6
ITLN1,ENSG00000179914,inflammatory bowel disease,EFO_0003767,"genetic, familial or congenital disease",2,1
IL2RA,ENSG00000134460,inflammatory bowel disease,EFO_0003767,"genetic, familial or congenital disease",47,12
STAT3,ENSG00000168610,inflammatory bowel disease,EFO_0003767,"genetic, familial or congenital disease",12,8
CUL2,ENSG00000108094,inflammatory bowel disease,EFO_0003767,"genetic, familial or congenital disease",3,1
ADO,ENSG00000181915,inflammatory bowel disease,EFO_0003767,"genetic, familial or congenital disease",46,15
ZNF300,ENSG00000145908,inflammatory bowel disease,EFO_0003767,"genetic, familial or congenital disease",4,2
PDGFB,ENSG00000100311,inflammatory bowel disease,EFO_0003767,"genetic, familial or congenital disease",11,6
IFNG,ENSG00000111537,inflammatory bowel disease,EFO_0003767,"genetic, familial or congenital disease",6,4
NDFIP1,ENSG00000131507,inflammatory bowel disease,EFO_0003767,"genetic, familial or congenital disease",14,5
TUBD1,ENSG00000108423,inflammatory bowel disease,EFO_0003767,"genetic, familial or congenital disease",5,4
CD6,ENSG00000013725,inflammatory bowel disease,EFO_0003767,"genetic, familial or congenital disease",5,5
CDKAL1,ENSG00000145996,inflammatory bowel disease,EFO_0003767,"genetic, familial or congenital disease",31,11
SMAD3,ENSG00000166949,inflammatory bowel disease,EFO_0003767,"genetic, familial or congenital disease",82,16
IRF8,ENSG00000140968,inflammatory bowel disease,EFO_0003767,"genetic, familial or congenital disease",27,9
LSP1,ENSG00000130592,inflammatory bowel disease,EFO_0003767,"genetic, familial or congenital disease",19,7
DENND1B,ENSG00000213047,inflammatory bowel disease,EFO_0003767,"genetic, familial or congenital disease",12,7
TRIB1,ENSG00000173334,inflammatory bowel disease,EFO_0003767,"genetic, familial or congenital disease",39,10
PUS10,ENSG00000162927,inflammatory bowel disease,EFO_0003767,"genetic, familial or congenital disease",14,7
CXCR5,ENSG00000160683,inflammatory bowel disease,EFO_0003767,"genetic, familial or congenital disease",6,4
RIT1,ENSG00000143622,inflammatory bowel disease,EFO_0003767,"genetic, familial or congenital disease",2,2
RNASET2,ENSG00000026297,inflammatory bowel disease,EFO_0003767,"genetic, familial or congenital disease",15,5
FOXO1,ENSG00000150907,inflammatory bowel disease,EFO_0003767,"genetic, familial or congenital disease",19,6
BACH2,ENSG00000112182,inflammatory bowel disease,EFO_0003767,"genetic, familial or congenital disease",46,13
TSPAN14,ENSG00000108219,inflammatory bowel disease,EFO_0003767,"genetic, familial or congenital disease",8,3
GPR12,ENSG00000132975,inflammatory bowel disease,EFO_0003767,"genetic, familial or congenital disease",2,1
FIBP,ENSG00000172500,inflammatory bowel disease,EFO_0003767,"genetic, familial or congenital disease",2,1
DNMT3B,ENSG00000088305,inflammatory bowel disease,EFO_0003767,"genetic, familial or congenital disease",6,4
TM9SF4,ENSG00000101337,inflammatory bowel disease,EFO_0003767,"genetic, familial or congenital disease",1,1
ZNF831,ENSG00000124203,inflammatory bowel disease,EFO_0003767,"genetic, familial or congenital disease",21,7
RORC,ENSG00000143365,inflammatory bowel disease,EFO_0003767,"genetic, familial or congenital disease",12,5
MAP3K8,ENSG00000107968,inflammatory bowel disease,EFO_0003767,"genetic, familial or congenital disease",5,3
WNT2,ENSG00000105989,inflammatory bowel disease,EFO_0003767,"genetic, familial or congenital disease",11,7
ERAP2,ENSG00000164308,inflammatory bowel disease,EFO_0003767,"genetic, familial or congenital disease",6,4
GPR65,ENSG00000140030,inflammatory bowel disease,EFO_0003767,"genetic, familial or congenital disease",6,3
DAP,ENSG00000112977,inflammatory bowel disease,EFO_0003767,"genetic, familial or congenital disease",4,2
MUC19,ENSG00000205592,inflammatory bowel disease,EFO_0003767,"genetic, familial or congenital disease",12,7
GNB2,ENSG00000172354,inflammatory bowel disease,EFO_0003767,"genetic, familial or congenital disease",2,2
UBE2L3,ENSG00000185651,inflammatory bowel disease,EFO_0003767,"genetic, familial or congenital disease",11,7
PRKCB,ENSG00000166501,inflammatory bowel disease,EFO_0003767,"genetic, familial or congenital disease",4,3
OLIG3,ENSG00000177468,inflammatory bowel disease,EFO_0003767,"genetic, familial or congenital disease",18,10
PTPN2,ENSG00000175354,inflammatory bowel disease,EFO_0003767,"genetic, familial or congenital disease",23,10
PLAU,ENSG00000122861,inflammatory bowel disease,EFO_0003767,"genetic, familial or congenital disease",5,2
RPS6KA4,ENSG00000162302,inflammatory bowel disease,EFO_0003767,"genetic, familial or congenital disease",6,4
ZFP91,ENSG00000186660,inflammatory bowel disease,EFO_0003767,"genetic, familial or congenital disease",1,1
TMBIM1,ENSG00000135926,inflammatory bowel disease,EFO_0003767,"genetic, familial or congenital disease",5,3
SMAD7,ENSG00000101665,inflammatory bowel disease,EFO_0003767,"genetic, familial or congenital disease",38,7
CD226,ENSG00000150637,inflammatory bowel disease,EFO_0003767,"genetic, familial or congenital disease",13,10
LRRC32,ENSG00000137507,inflammatory bowel disease,EFO_0003767,"genetic, familial or congenital disease",36,10
HINT1,ENSG00000169567,inflammatory bowel disease,EFO_0003767,"genetic, familial or congenital disease",6,4
SLC22A5,ENSG00000197375,inflammatory bowel disease,EFO_0003767,"genetic, familial or congenital disease",19,7
ZFP36L1,ENSG00000185650,inflammatory bowel disease,EFO_0003767,"genetic, familial or congenital disease",28,11
PRDM1,ENSG00000057657,inflammatory bowel disease,EFO_0003767,"genetic, familial or congenital disease",17,7
IL27,ENSG00000197272,inflammatory bowel disease,EFO_0003767,"genetic, familial or congenital disease",5,3
CRTC3,ENSG00000140577,inflammatory bowel disease,EFO_0003767,"genetic, familial or congenital disease",4,3
PUSL1,ENSG00000169972,inflammatory bowel disease,EFO_0003767,"genetic, familial or congenital disease",3,3
IL12B,ENSG00000113302,inflammatory bowel disease,EFO_0003767,"genetic, familial or congenital disease",25,12
GSDMC,ENSG00000147697,inflammatory bowel disease,EFO_0003767,"genetic, familial or congenital disease",29,6
ARFRP1,ENSG00000101246,inflammatory bowel disease,EFO_0003767,"genetic, familial or congenital disease",9,5
STAT4,ENSG00000138378,inflammatory bowel disease,EFO_0003767,"genetic, familial or congenital disease",33,11
TYK2,ENSG00000105397,inflammatory bowel disease,EFO_0003767,"genetic, familial or congenital disease",27,12
FCAR,ENSG00000186431,inflammatory bowel disease,EFO_0003767,"genetic, familial or congenital disease",3,1
SATB1,ENSG00000182568,inflammatory bowel disease,EFO_0003767,"genetic, familial or congenital disease",26,11
FOSL2,ENSG00000075426,inflammatory bowel disease,EFO_0003767,"genetic, familial or congenital disease",15,9
HDAC7,ENSG00000061273,inflammatory bowel disease,EFO_0003767,"genetic, familial or congenital disease",13,7
IPMK,ENSG00000151151,inflammatory bowel disease,EFO_0003767,"genetic, familial or congenital disease",3,1
TMEM258,ENSG00000134825,inflammatory bowel disease,EFO_0003767,"genetic, familial or congenital disease",24,9
IL18RAP,ENSG00000115607,inflammatory bowel disease,EFO_0003767,"genetic, familial or congenital disease",11,5
GPR183,ENSG00000169508,inflammatory bowel disease,EFO_0003767,"genetic, familial or congenital disease",8,5
THADA,ENSG00000115970,inflammatory bowel disease,EFO_0003767,"genetic, familial or congenital disease",30,12
SMURF1,ENSG00000198742,inflammatory bowel disease,EFO_0003767,"genetic, familial or congenital disease",2,1
ZBTB40,ENSG00000184677,inflammatory bowel disease,EFO_0003767,"genetic, familial or congenital disease",12,4
IL10,ENSG00000136634,inflammatory bowel disease,EFO_0003767,"genetic, familial or congenital disease",19,9
AUH,ENSG00000148090,inflammatory bowel disease,EFO_0003767,"genetic, familial or congenital disease",6,3
PRM1,ENSG00000175646,inflammatory bowel disease,EFO_0003767,"genetic, familial or congenital disease",2,1
PRM2,ENSG00000122304,inflammatory bowel disease,EFO_0003767,"genetic, familial or congenital disease",1,1
CCL7,ENSG00000108688,inflammatory bowel disease,EFO_0003767,"genetic, familial or congenital disease",3,1
DUSP16,ENSG00000111266,inflammatory bowel disease,EFO_0003767,"genetic, familial or congenital disease",3,3
TNFSF15,ENSG00000181634,inflammatory bowel disease,EFO_0003767,"genetic, familial or congenital disease",19,10
PARK7,ENSG00000116288,inflammatory bowel disease,EFO_0003767,"genetic, familial or congenital disease",5,3
MORC4,ENSG00000133131,pancreatitis,EFO_0000278,pancreas disease,7,3
PRSS1,ENSG00000204983,pancreatitis,EFO_0000278,pancreas disease,4,2
STAT4,ENSG00000138378,hepatocellular carcinoma,EFO_0000182,cancer or benign tumor,33,11
HECTD4,ENSG00000173064,drinking behavior,EFO_0004315,other,16,7
ANKLE1,ENSG00000160117,breast carcinoma,EFO_0000305,cancer or benign tumor,6,2
MDM4,ENSG00000198625,breast carcinoma,EFO_0000305,cancer or benign tumor,16,4
LGR6,ENSG00000133067,breast carcinoma,EFO_0000305,cancer or benign tumor,5,2
PTHLH,ENSG00000087494,breast carcinoma,EFO_0000305,cancer or benign tumor,16,6
PEX14,ENSG00000142655,breast carcinoma,EFO_0000305,cancer or benign tumor,9,3
TERT,ENSG00000164362,breast carcinoma,EFO_0000305,cancer or benign tumor,84,11
CCDC170,ENSG00000120262,breast carcinoma,EFO_0000305,cancer or benign tumor,31,7
IRF8,ENSG00000140968,ulcerative colitis,EFO_0000729,"genetic, familial or congenital disease",27,9
OTUD3,ENSG00000169914,ulcerative colitis,EFO_0000729,"genetic, familial or congenital disease",8,4
PACS1,ENSG00000175115,obesity,EFO_0001073,nutritional or metabolic disease,3,2
LEPR,ENSG00000116678,obesity,EFO_0001073,nutritional or metabolic disease,3,3
PRKCH,ENSG00000027075,obesity,EFO_0001073,nutritional or metabolic disease,2,2
TLL1,ENSG00000038295,post-traumatic stress disorder,EFO_0001358,nervous system disease,6,6
BCL6,ENSG00000113916,lymphoma,EFO_0000574,cancer or benign tumor,16,9
LEF1,ENSG00000138795,chronic lymphocytic leukemia,EFO_0000095,cancer or benign tumor,15,10
CDKN2B,ENSG00000147883,chronic lymphocytic leukemia,EFO_0000095,cancer or benign tumor,148,21
TEX9,ENSG00000151575,chronic lymphocytic leukemia,EFO_0000095,cancer or benign tumor,4,1
C11orf21,ENSG00000110665,chronic lymphocytic leukemia,EFO_0000095,cancer or benign tumor,4,3
CASP8,ENSG00000064012,chronic lymphocytic leukemia,EFO_0000095,cancer or benign tumor,22,4
FAS,ENSG00000026103,chronic lymphocytic leukemia,EFO_0000095,cancer or benign tumor,5,2
LEMD2,ENSG00000161904,Crohn's disease,EFO_0000384,"genetic, familial or congenital disease",5,2
KLF3,ENSG00000109787,Crohn's disease,EFO_0000384,"genetic, familial or congenital disease",16,6
FCHSD2,ENSG00000137478,Crohn's disease,EFO_0000384,"genetic, familial or congenital disease",4,3
DUSP5,ENSG00000138166,Crohn's disease,EFO_0000384,"genetic, familial or congenital disease",4,3
RNASET2,ENSG00000026297,Crohn's disease,EFO_0000384,"genetic, familial or congenital disease",15,5
NCOA3,ENSG00000124151,osteoarthritis,MONDO_0005178,musculoskeletal or connective tissue disease,1,1
CAMK2B,ENSG00000058404,osteoarthritis,MONDO_0005178,musculoskeletal or connective tissue disease,3,3
CACNB4,ENSG00000182389,chemotherapy-induced alopecia,EFO_0005400,"genetic, familial or congenital disease",1,1
MOB3B,ENSG00000120162,sporadic amyotrophic lateral sclerosis,EFO_0001357,nervous system disease,12,5
TMEM97,ENSG00000109084,sporadic amyotrophic lateral sclerosis,EFO_0001357,nervous system disease,1,1
CLEC16A,ENSG00000038532,seasonal allergic rhinitis,EFO_0003956,respiratory or thoracic disease,42,14
IL1RL1,ENSG00000115602,seasonal allergic rhinitis,EFO_0003956,respiratory or thoracic disease,24,8
TLR1,ENSG00000174125,seasonal allergic rhinitis,EFO_0003956,respiratory or thoracic disease,19,7
SMAD3,ENSG00000166949,seasonal allergic rhinitis,EFO_0003956,respiratory or thoracic disease,82,16
IL33,ENSG00000137033,seasonal allergic rhinitis,EFO_0003956,respiratory or thoracic disease,26,7
WDR36,ENSG00000134987,seasonal allergic rhinitis,EFO_0003956,respiratory or thoracic disease,17,7
GSDMA,ENSG00000167914,seasonal allergic rhinitis,EFO_0003956,respiratory or thoracic disease,5,4
ZBTB10,ENSG00000205189,seasonal allergic rhinitis,EFO_0003956,respiratory or thoracic disease,27,11
CCDC157,ENSG00000187860,rheumatoid arthritis,EFO_0000685,musculoskeletal or connective tissue disease,3,2
ABCC9,ENSG00000069431,hippocampal sclerosis of aging,EFO_0005678,nervous system disease,1,1
CHEK2,ENSG00000183765,lung carcinoma,EFO_0001071,cancer or benign tumor,60,10
BRCA2,ENSG00000139618,lung carcinoma,EFO_0001071,cancer or benign tumor,18,2
DNAJC24,ENSG00000170946,glaucoma,MONDO_0005041,disorder of visual system,4,3
VRK2,ENSG00000028116,generalised epilepsy,EFO_0005917,"genetic, familial or congenital disease",19,7
IKZF1,ENSG00000185811,acute lymphoblastic leukemia,EFO_0000220,cancer or benign tumor,23,10
ARID5B,ENSG00000150347,acute lymphoblastic leukemia,EFO_0000220,cancer or benign tumor,25,11
GOT2,ENSG00000125166,malignant epithelial tumor of ovary,MONDO_0018364,cancer or benign tumor,3,3
SKAP1,ENSG00000141293,malignant epithelial tumor of ovary,MONDO_0018364,cancer or benign tumor,7,4
DNALI1,ENSG00000163879,malignant epithelial tumor of ovary,MONDO_0018364,cancer or benign tumor,1,1
CHMP4C,ENSG00000164695,malignant epithelial tumor of ovary,MONDO_0018364,cancer or benign tumor,3,2
ANKLE1,ENSG00000160117,malignant epithelial tumor of ovary,MONDO_0018364,cancer or benign tumor,6,2
TERT,ENSG00000164362,malignant epithelial tumor of ovary,MONDO_0018364,cancer or benign tumor,84,11
BNC2,ENSG00000173068,malignant epithelial tumor of ovary,MONDO_0018364,cancer or benign tumor,37,10
MLLT10,ENSG00000078403,malignant epithelial tumor of ovary,MONDO_0018364,cancer or benign tumor,41,12
NSF,ENSG00000073969,malignant epithelial tumor of ovary,MONDO_0018364,cancer or benign tumor,6,4
TIPARP,ENSG00000163659,malignant epithelial tumor of ovary,MONDO_0018364,cancer or benign tumor,4,1
HOXD3,ENSG00000128652,malignant epithelial tumor of ovary,MONDO_0018364,cancer or benign tumor,5,2
SHTN1,ENSG00000187164,cleft lip,EFO_0003959,other,3,2
SHTN1,ENSG00000187164,Cleft palate,HP_0000175,other,3,2
IRF6,ENSG00000117595,cleft lip,EFO_0003959,other,4,2
IRF6,ENSG00000117595,Cleft palate,HP_0000175,other,4,2
MECOM,ENSG00000085276,myeloproliferative disorder,EFO_0004251,cancer or benign tumor,24,10
JAK2,ENSG00000096968,myeloproliferative disorder,EFO_0004251,cancer or benign tumor,16,7
SAP30BP,ENSG00000161526,rotator cuff tear,EFO_1001250,musculoskeletal or connective tissue disease,1,1
EPHA4,ENSG00000116106,adolescent idiopathic scoliosis,EFO_0005423,musculoskeletal or connective tissue disease,2,2
BCL2,ENSG00000171791,adolescent idiopathic scoliosis,EFO_0005423,musculoskeletal or connective tissue disease,23,7
LBX1,ENSG00000138136,adolescent idiopathic scoliosis,EFO_0005423,musculoskeletal or connective tissue disease,3,2
AJAP1,ENSG00000196581,adolescent idiopathic scoliosis,EFO_0005423,musculoskeletal or connective tissue disease,6,5
IRF1,ENSG00000125347,polycystic ovary syndrome,EFO_0000660,"genetic, familial or congenital disease",43,14
YAP1,ENSG00000137693,polycystic ovary syndrome,EFO_0000660,"genetic, familial or congenital disease",3,3
ZFP36L2,ENSG00000152518,polycystic ovary syndrome,EFO_0000660,"genetic, familial or congenital disease",19,9
DEF8,ENSG00000140995,squamous cell carcinoma,EFO_0000707,cancer or benign tumor,18,4
SLC45A2,ENSG00000164175,squamous cell carcinoma,EFO_0000707,cancer or benign tumor,26,6
FOXP1,ENSG00000114861,squamous cell carcinoma,EFO_0000707,cancer or benign tumor,51,12
