Input	Input Type	MGI Gene/Marker ID	Symbol	Name	Feature Type	Ensembl ID
MGI:2140327	MGI	MGI:2140327	Phactr4	phosphatase and actin regulator 4	protein coding gene	ENSMUSG00000066043
MGI:1920942	MGI	MGI:1920942	Cplane1	ciliogenesis and planar polarity effector 1	protein coding gene	ENSMUSG00000039801
MGI:1914803	MGI	MGI:1914803	Gstcd	glutathione S-transferase, C-terminal domain containing	protein coding gene	ENSMUSG00000028018
MGI:1921123	MGI	MGI:1921123	Fam161a	family with sequence similarity 161, member A	protein coding gene	ENSMUSG00000049811
MGI:1930252	MGI	MGI:1930252	Srd5a3	steroid 5 alpha-reductase 3	protein coding gene	ENSMUSG00000029233
MGI:2145317	MGI	MGI:2145317	Brd9	bromodomain containing 9	protein coding gene	ENSMUSG00000057649
MGI:1918959	MGI	MGI:1918959	Syde1	synapse defective 1, Rho GTPase, homolog 1 (C. elegans)	protein coding gene	ENSMUSG00000032714
MGI:1921506	MGI	MGI:1921506	Cyld	CYLD lysine 63 deubiquitinase	protein coding gene	ENSMUSG00000036712
MGI:1924285	MGI	MGI:1924285	Kdm8	lysine (K)-specific demethylase 8	protein coding gene	ENSMUSG00000030752
MGI:1924116	MGI	MGI:1924116	Morn1	MORN repeat containing 1	protein coding gene	ENSMUSG00000029049
MGI:1918168	MGI	MGI:1918168	Nsun7	NOL1/NOP2/Sun domain family, member 7	protein coding gene	ENSMUSG00000029206
MGI:1919940	MGI	MGI:1919940	Fam110d	family with sequence similarity 110, member D	protein coding gene	ENSMUSG00000050105
MGI:108187	MGI	MGI:108187	Zfp160	zinc finger protein 160	protein coding gene	ENSMUSG00000067942
MGI:1925542	MGI	MGI:1925542	Orai1	ORAI calcium release-activated calcium modulator 1	protein coding gene	ENSMUSG00000049686
MGI:1923824	MGI	MGI:1923824	Mfsd2a	MFSD2 lysolipid transporter A, lysophospholipid	protein coding gene	ENSMUSG00000028655
MGI:88582	MGI	MGI:88582	Cyp11a1	cytochrome P450, family 11, subfamily a, polypeptide 1	protein coding gene	ENSMUSG00000032323
MGI:1921050	MGI	MGI:1921050	Tmtc4	transmembrane and tetratricopeptide repeat containing 4	protein coding gene	ENSMUSG00000041594
MGI:2442859	MGI	MGI:2442859	Rnft2	ring finger protein, transmembrane 2	protein coding gene	ENSMUSG00000032850
MGI:1919727	MGI	MGI:1919727	Tmem87b	transmembrane protein 87B	protein coding gene	ENSMUSG00000014353
MGI:106351	MGI	MGI:106351	Vcf1	VCP nuclear cofactor family member 1	protein coding gene	ENSMUSG00000041629
MGI:2446175	MGI	MGI:2446175	Spryd3	SPRY domain containing 3	protein coding gene	ENSMUSG00000036966
MGI:1917967	MGI	MGI:1917967	Medag	mesenteric estrogen dependent adipogenesis	protein coding gene	ENSMUSG00000029659
MGI:88586	MGI	MGI:88586	Cyp17a1	cytochrome P450, family 17, subfamily a, polypeptide 1	protein coding gene	ENSMUSG00000003555
MGI:1919173	MGI	MGI:1919173	Borcs6	BLOC-1 related complex subunit 6	protein coding gene	ENSMUSG00000045176
MGI:2442308	MGI	MGI:2442308	Arl15	ADP-ribosylation factor-like 15	protein coding gene	ENSMUSG00000042348
MGI:2442689	MGI	MGI:2442689	Lrrc49	leucine rich repeat containing 49	protein coding gene	ENSMUSG00000047766
MGI:2443155	MGI	MGI:2443155	Sidt1	SID1 transmembrane family, member 1	protein coding gene	ENSMUSG00000022696
MGI:1924919	MGI	MGI:1924919	Arhgef38	Rho guanine nucleotide exchange factor 38	protein coding gene	ENSMUSG00000040969
MGI:1918834	MGI	MGI:1918834	Gdpd2	glycerophosphodiester phosphodiesterase domain containing 2	protein coding gene	ENSMUSG00000019359
MGI:1289155	MGI	MGI:1289155	Trmt1	tRNA methyltransferase 1	protein coding gene	ENSMUSG00000001909
MGI:2444222	MGI	MGI:2444222	Tmem104	transmembrane protein 104	protein coding gene	ENSMUSG00000045980
MGI:107252	MGI	MGI:107252	Nsun2	NOL1/NOP2/Sun domain family member 2	protein coding gene	ENSMUSG00000021595
MGI:3027003	MGI	MGI:3027003	Ino80d	INO80 complex subunit D	protein coding gene	ENSMUSG00000040865
MGI:88591	MGI	MGI:88591	Cyp21a1	cytochrome P450, family 21, subfamily a, polypeptide 1	protein coding gene	ENSMUSG00000024365
MGI:1196251	MGI	MGI:1196251	Casz1	castor zinc finger 1	protein coding gene	ENSMUSG00000028977
MGI:1913322	MGI	MGI:1913322	Sdhaf2	succinate dehydrogenase complex assembly factor 2	protein coding gene	ENSMUSG00000024668
MGI:1916720	MGI	MGI:1916720	Tmem127	transmembrane protein 127	protein coding gene	ENSMUSG00000034850
MGI:2446133	MGI	MGI:2446133	Parp16	poly (ADP-ribose) polymerase family, member 16	protein coding gene	ENSMUSG00000032392
MGI:1916344	MGI	MGI:1916344	Tmem160	transmembrane protein 160	protein coding gene	ENSMUSG00000019158
MGI:2144276	MGI	MGI:2144276	Zfp692	zinc finger protein 692	protein coding gene	ENSMUSG00000037243
MGI:1915068	MGI	MGI:1915068	Tmem70	transmembrane protein 70	protein coding gene	ENSMUSG00000025940
MGI:1919862	MGI	MGI:1919862	Hpf1	histone PARylation factor 1	protein coding gene	ENSMUSG00000038005
MGI:1919207	MGI	MGI:1919207	Ints11	integrator complex subunit 11	protein coding gene	ENSMUSG00000029034
MGI:1913878	MGI	MGI:1913878	Thg1l	tRNA-histidine guanylyltransferase 1-like (S. cerevisiae)	protein coding gene	ENSMUSG00000011254
MGI:1922169	MGI	MGI:1922169	Slc35f6	solute carrier family 35, member F6	protein coding gene	ENSMUSG00000029175
MGI:2147434	MGI	MGI:2147434	Nmrk1	nicotinamide riboside kinase 1	protein coding gene	ENSMUSG00000037847
MGI:1098274	MGI	MGI:1098274	Cyp27b1	cytochrome P450, family 27, subfamily b, polypeptide 1	protein coding gene	ENSMUSG00000006724
MGI:1918397	MGI	MGI:1918397	Oxsm	3-oxoacyl-ACP synthase, mitochondrial	protein coding gene	ENSMUSG00000021786
MGI:1913758	MGI	MGI:1913758	Lamtor1	late endosomal/lysosomal adaptor, MAPK and MTOR activator 1	protein coding gene	ENSMUSG00000030842
MGI:1914388	MGI	MGI:1914388	Herc6	hect domain and RLD 6	protein coding gene	ENSMUSG00000029798
MGI:1922567	MGI	MGI:1922567	Parpbp	PARP1 binding protein	protein coding gene	ENSMUSG00000035365
MGI:1914065	MGI	MGI:1914065	Mcub	mitochondrial calcium uniporter dominant negative beta subunit	protein coding gene	ENSMUSG00000027994
MGI:1914769	MGI	MGI:1914769	Dennd4c	DENN domain containing 4C	protein coding gene	ENSMUSG00000038024
MGI:2388287	MGI	MGI:2388287	Acsf2	acyl-CoA synthetase family member 2	protein coding gene	ENSMUSG00000076435
MGI:1920582	MGI	MGI:1920582	Ccdc30	coiled-coil domain containing 30	protein coding gene	ENSMUSG00000028637
MGI:2443778	MGI	MGI:2443778	Cfap69	cilia and flagella associated protein 69	protein coding gene	ENSMUSG00000040473
MGI:3603820	MGI	MGI:3603820	Tctn1	tectonic family member 1	protein coding gene	ENSMUSG00000038593
MGI:2142951	MGI	MGI:2142951	Edc3	enhancer of mRNA decapping 3	protein coding gene	ENSMUSG00000038957
MGI:1920422	MGI	MGI:1920422	Exo5	exonuclease 5	protein coding gene	ENSMUSG00000028629
MGI:1913333	MGI	MGI:1913333	Setd6	SET domain containing 6	protein coding gene	ENSMUSG00000031671
MGI:1923858	MGI	MGI:1923858	Hectd3	HECT domain E3 ubiquitin protein ligase 3	protein coding gene	ENSMUSG00000046861
MGI:1913891	MGI	MGI:1913891	Sike1	suppressor of IKBKE 1	protein coding gene	ENSMUSG00000027854
MGI:1098713	MGI	MGI:1098713	Parp8	poly (ADP-ribose) polymerase family, member 8	protein coding gene	ENSMUSG00000021725
MGI:3040695	MGI	MGI:3040695	Palb2	partner and localizer of BRCA2	protein coding gene	ENSMUSG00000044702
MGI:1916082	MGI	MGI:1916082	Ldah	lipid droplet associated hydrolase	protein coding gene	ENSMUSG00000037669
MGI:1917711	MGI	MGI:1917711	Crtc3	CREB regulated transcription coactivator 3	protein coding gene	ENSMUSG00000030527
MGI:1924661	MGI	MGI:1924661	Esrp2	epithelial splicing regulatory protein 2	protein coding gene	ENSMUSG00000084128
MGI:2445168	MGI	MGI:2445168	Elmod3	ELMO/CED-12 domain containing 3	protein coding gene	ENSMUSG00000056698
MGI:2676395	MGI	MGI:2676395	Pyroxd1	pyridine nucleotide-disulphide oxidoreductase domain 1	protein coding gene	ENSMUSG00000041671
MGI:2679719	MGI	MGI:2679719	Armc7	armadillo repeat containing 7	protein coding gene	ENSMUSG00000057219
MGI:1916214	MGI	MGI:1916214	Ctc1	CTS telomere maintenance complex component 1	protein coding gene	ENSMUSG00000020898
MGI:2180781	MGI	MGI:2180781	Slc8b1	solute carrier family 8 (sodium/lithium/calcium exchanger), member B1	protein coding gene	ENSMUSG00000032754
MGI:1913339	MGI	MGI:1913339	Rmnd5b	required for meiotic nuclear division 5 homolog B	protein coding gene	ENSMUSG00000001054
MGI:1926021	MGI	MGI:1926021	Mctp1	multiple C2 domains, transmembrane 1	protein coding gene	ENSMUSG00000021596
MGI:1923707	MGI	MGI:1923707	Ccdc134	coiled-coil domain containing 134	protein coding gene	ENSMUSG00000068114
MGI:2181193	MGI	MGI:2181193	Dennd2d	DENN domain containing 2D	protein coding gene	ENSMUSG00000027901
MGI:1922168	MGI	MGI:1922168	Iqca1	IQ motif containing with AAA domain 1	protein coding gene	ENSMUSG00000026301
MGI:99401	MGI	MGI:99401	Adora1	adenosine A1 receptor	protein coding gene	ENSMUSG00000042429
MGI:2443470	MGI	MGI:2443470	Mrm1	mitochondrial rRNA methyltransferase 1	protein coding gene	ENSMUSG00000018405
MGI:2652819	MGI	MGI:2652819	Baiap2l2	BAI1-associated protein 2-like 2	protein coding gene	ENSMUSG00000018126
MGI:1914107	MGI	MGI:1914107	Plbd1	phospholipase B domain containing 1	protein coding gene	ENSMUSG00000030214
MGI:1919124	MGI	MGI:1919124	Mab21l4	mab-21-like 4	protein coding gene	ENSMUSG00000034159
MGI:1918035	MGI	MGI:1918035	Dennd1c	DENN domain containing 1C	protein coding gene	ENSMUSG00000002668
MGI:1915500	MGI	MGI:1915500	Ciao2a	cytosolic iron-sulfur assembly component 2A	protein coding gene	ENSMUSG00000032381
MGI:1915337	MGI	MGI:1915337	Dcakd	dephospho-CoA kinase domain containing	protein coding gene	ENSMUSG00000020935
MGI:1921451	MGI	MGI:1921451	Cep97	centrosomal protein 97	protein coding gene	ENSMUSG00000022604
MGI:2384576	MGI	MGI:2384576	Tti2	TELO2 interacting protein 2	protein coding gene	ENSMUSG00000031577
MGI:106315	MGI	MGI:106315	Foxred2	FAD-dependent oxidoreductase domain containing 2	protein coding gene	ENSMUSG00000016552
MGI:2142075	MGI	MGI:2142075	Nars2	asparaginyl-tRNA synthetase 2 (mitochondrial)(putative)	protein coding gene	ENSMUSG00000018995
MGI:1920832	MGI	MGI:1920832	Camkmt	calmodulin-lysine N-methyltransferase	protein coding gene	ENSMUSG00000071037
MGI:1925508	MGI	MGI:1925508	Mroh9	maestro heat-like repeat family member 9	protein coding gene	ENSMUSG00000071890
MGI:1919019	MGI	MGI:1919019	Bbs10	Bardet-Biedl syndrome 10	protein coding gene	ENSMUSG00000035759
MGI:2442444	MGI	MGI:2442444	Pxylp1	2-phosphoxylose phosphatase 1	protein coding gene	ENSMUSG00000043587
MGI:88607	MGI	MGI:88607	Cyp2e1	cytochrome P450, family 2, subfamily e, polypeptide 1	protein coding gene	ENSMUSG00000025479
MGI:2652869	MGI	MGI:2652869	Rskr	ribosomal protein S6 kinase related	protein coding gene	ENSMUSG00000037593
MGI:2685085	MGI	MGI:2685085	Myrfl	myelin regulatory factor-like	protein coding gene	ENSMUSG00000034057
MGI:2442590	MGI	MGI:2442590	Ankrd35	ankyrin repeat domain 35	protein coding gene	ENSMUSG00000038354
MGI:2444734	MGI	MGI:2444734	Zfp385b	zinc finger protein 385B	protein coding gene	ENSMUSG00000027016
MGI:3045247	MGI	MGI:3045247	Btbd16	BTB domain containing 16	protein coding gene	ENSMUSG00000040298
MGI:1921471	MGI	MGI:1921471	Spmip9	sperm microtubule inner protein 9	protein coding gene	ENSMUSG00000051896
MGI:4936993	MGI	MGI:4936993	Spmip2	sperm microtubule inner protein 2	protein coding gene	ENSMUSG00000091685
MGI:2443026	MGI	MGI:2443026	Deup1	deuterosome assembly protein 1	protein coding gene	ENSMUSG00000039977
MGI:1925368	MGI	MGI:1925368	4930451I11Rik	RIKEN cDNA 4930451I11 gene	protein coding gene	ENSMUSG00000045989
MGI:1918144	MGI	MGI:1918144	Efcab3	EF-hand calcium binding domain 3	protein coding gene	ENSMUSG00000020690
MGI:1924192	MGI	MGI:1924192	Lypd5	Ly6/Plaur domain containing 5	protein coding gene	ENSMUSG00000030484
MGI:99403	MGI	MGI:99403	Adora2b	adenosine A2b receptor	protein coding gene	ENSMUSG00000018500
MGI:2446166	MGI	MGI:2446166	Marveld2	MARVEL (membrane-associating) domain containing 2	protein coding gene	ENSMUSG00000021636
MGI:1915896	MGI	MGI:1915896	Nadk2	NAD kinase 2, mitochondrial	protein coding gene	ENSMUSG00000022253
MGI:1914411	MGI	MGI:1914411	Sclt1	sodium channel and clathrin linker 1	protein coding gene	ENSMUSG00000059834
MGI:2443417	MGI	MGI:2443417	Tmem74	transmembrane protein 74	protein coding gene	ENSMUSG00000054409
MGI:1921681	MGI	MGI:1921681	Zfp558	zinc finger protein 558	protein coding gene	ENSMUSG00000074500
MGI:3607716	MGI	MGI:3607716	E130311K13Rik	RIKEN cDNA E130311K13 gene	protein coding gene	ENSMUSG00000048581
MGI:103225	MGI	MGI:103225	Cyp4b1	cytochrome P450, family 4, subfamily b, polypeptide 1	protein coding gene	ENSMUSG00000028713
MGI:2684896	MGI	MGI:2684896	Maneal	mannosidase, endo-alpha-like	protein coding gene	ENSMUSG00000042763
MGI:1926027	MGI	MGI:1926027	Tepsin	TEPSIN, adaptor related protein complex 4 accessory protein	protein coding gene	ENSMUSG00000025377
MGI:1919304	MGI	MGI:1919304	Cyp4f18	cytochrome P450, family 4, subfamily f, polypeptide 18	protein coding gene	ENSMUSG00000003484
MGI:1918358	MGI	MGI:1918358	Ccdc122	coiled-coil domain containing 122	protein coding gene	ENSMUSG00000034795
MGI:2686209	MGI	MGI:2686209	Cfap57	cilia and flagella associated protein 57	protein coding gene	ENSMUSG00000028730
MGI:3646469	MGI	MGI:3646469	Agbl1	ATP/GTP binding protein-like 1	protein coding gene	ENSMUSG00000025754
MGI:1921717	MGI	MGI:1921717	Pus10	pseudouridylate synthase 10	protein coding gene	ENSMUSG00000020280
MGI:1915155	MGI	MGI:1915155	Ppm1m	protein phosphatase 1M	protein coding gene	ENSMUSG00000020253
MGI:106091	MGI	MGI:106091	Cyp7a1	cytochrome P450, family 7, subfamily a, polypeptide 1	protein coding gene	ENSMUSG00000028240
MGI:2685325	MGI	MGI:2685325	Hspb6	heat shock protein, alpha-crystallin-related, B6	protein coding gene	ENSMUSG00000036854
MGI:2685586	MGI	MGI:2685586	Cyb5d1	cytochrome b5 domain containing 1	protein coding gene	ENSMUSG00000044795
MGI:104978	MGI	MGI:104978	Cyp7b1	cytochrome P450, family 7, subfamily b, polypeptide 1	protein coding gene	ENSMUSG00000039519
MGI:2687329	MGI	MGI:2687329	Kash5	KASH domain containing 5	protein coding gene	ENSMUSG00000038292
MGI:1196297	MGI	MGI:1196297	Hgsnat	heparan-alpha-glucosaminide N-acetyltransferase	protein coding gene	ENSMUSG00000037260
MGI:1921703	MGI	MGI:1921703	Cfap53	cilia and flagella associated protein 53	protein coding gene	ENSMUSG00000035394
MGI:1922968	MGI	MGI:1922968	Vwa5b1	von Willebrand factor A domain containing 5B1	protein coding gene	ENSMUSG00000028753
MGI:1922464	MGI	MGI:1922464	Ccdc33	coiled-coil domain containing 33	protein coding gene	ENSMUSG00000037716
MGI:1921735	MGI	MGI:1921735	Lrrc71	leucine rich repeat containing 71	protein coding gene	ENSMUSG00000023084
MGI:1924082	MGI	MGI:1924082	Hyls1	HYLS1, centriolar and ciliogenesis associated	protein coding gene	ENSMUSG00000050555
MGI:2446120	MGI	MGI:2446120	Odad1	outer dynein arm docking complex subunit 1	protein coding gene	ENSMUSG00000040189
MGI:1196431	MGI	MGI:1196431	D7Ertd443e	DNA segment, Chr 7, ERATO Doi 443, expressed	protein coding gene	ENSMUSG00000030994
MGI:3603756	MGI	MGI:3603756	Primpol	primase and polymerase (DNA-directed)	protein coding gene	ENSMUSG00000038225
MGI:3584043	MGI	MGI:3584043	Dok7	docking protein 7	protein coding gene	ENSMUSG00000044716
MGI:2681828	MGI	MGI:2681828	Wdr81	WD repeat domain 81	protein coding gene	ENSMUSG00000045374
MGI:2444789	MGI	MGI:2444789	Slc35g1	solute carrier family 35, member G1	protein coding gene	ENSMUSG00000044026
MGI:1921612	MGI	MGI:1921612	Spag17	sperm associated antigen 17	protein coding gene	ENSMUSG00000027867
MGI:1277991	MGI	MGI:1277991	Dach1	dachshund family transcription factor 1	protein coding gene	ENSMUSG00000055639
MGI:2146443	MGI	MGI:2146443	Xxylt1	xyloside xylosyltransferase 1	protein coding gene	ENSMUSG00000047434
MGI:3606211	MGI	MGI:3606211	Ssc5d	scavenger receptor cysteine rich family, 5 domains	protein coding gene	ENSMUSG00000035279
MGI:1915740	MGI	MGI:1915740	Zfp579	zinc finger protein 579	protein coding gene	ENSMUSG00000051550
MGI:2141979	MGI	MGI:2141979	AI467606	expressed sequence AI467606	protein coding gene	ENSMUSG00000045165
MGI:104850	MGI	MGI:104850	Cd55	CD55 molecule, decay accelerating factor for complement	protein coding gene	ENSMUSG00000026399
MGI:1914713	MGI	MGI:1914713	Poc5	POC5 centriolar protein	protein coding gene	ENSMUSG00000021671
MGI:3650508	MGI	MGI:3650508	Cnbd1	cyclic nucleotide binding domain containing 1	protein coding gene	ENSMUSG00000073991
MGI:2683461	MGI	MGI:2683461	Ttll6	tubulin tyrosine ligase-like family, member 6	protein coding gene	ENSMUSG00000038756
MGI:2443535	MGI	MGI:2443535	Fndc7	fibronectin type III domain containing 7	protein coding gene	ENSMUSG00000045326
MGI:2443187	MGI	MGI:2443187	Terb1	telomere repeat binding bouquet formation protein 1	protein coding gene	ENSMUSG00000052616
MGI:2444889	MGI	MGI:2444889	L3mbtl4	L3MBTL4 histone methyl-lysine binding protein	protein coding gene	ENSMUSG00000041565
MGI:1913603	MGI	MGI:1913603	Riiad1	regulatory subunit of type II PKA R-subunit (RIIa) domain containing 1	protein coding gene	ENSMUSG00000028139
MGI:1924122	MGI	MGI:1924122	Ccdc116	coiled-coil domain containing 116	protein coding gene	ENSMUSG00000022768
MGI:1921740	MGI	MGI:1921740	Mamstr	MEF2 activating motif and SAP domain containing transcriptional regulator	protein coding gene	ENSMUSG00000042918
MGI:1921855	MGI	MGI:1921855	Ttll10	tubulin tyrosine ligase-like family, member 10	protein coding gene	ENSMUSG00000029074
MGI:1919387	MGI	MGI:1919387	Wdsub1	WD repeat, SAM and U-box domain containing 1	protein coding gene	ENSMUSG00000026988
MGI:2444608	MGI	MGI:2444608	Clec9a	C-type lectin domain family 9, member a	protein coding gene	ENSMUSG00000046080
MGI:1920672	MGI	MGI:1920672	Prox2	prospero homeobox 2	protein coding gene	ENSMUSG00000042320
MGI:1918190	MGI	MGI:1918190	Dap	death-associated protein	protein coding gene	ENSMUSG00000039168
MGI:2147679	MGI	MGI:2147679	Patl1	protein associated with topoisomerase II homolog 1 (yeast)	protein coding gene	ENSMUSG00000046139
MGI:1922941	MGI	MGI:1922941	Anks6	ankyrin repeat and sterile alpha motif domain containing 6	protein coding gene	ENSMUSG00000066191
MGI:3606476	MGI	MGI:3606476	Erfe	erythroferrone	protein coding gene	ENSMUSG00000047443
MGI:2685418	MGI	MGI:2685418	Ciroz	ciliated left-right organizer protein containing ZP-N domains	protein coding gene	ENSMUSG00000070577
MGI:2442663	MGI	MGI:2442663	Hectd2	HECT domain E3 ubiquitin protein ligase 2	protein coding gene	ENSMUSG00000041180
MGI:1916885	MGI	MGI:1916885	Dapk1	death associated protein kinase 1	protein coding gene	ENSMUSG00000021559
MGI:1917620	MGI	MGI:1917620	Fbln7	fibulin 7	protein coding gene	ENSMUSG00000027386
MGI:2384581	MGI	MGI:2384581	Ces4a	carboxylesterase 4A	protein coding gene	ENSMUSG00000060560
MGI:1341297	MGI	MGI:1341297	Dapk2	death-associated protein kinase 2	protein coding gene	ENSMUSG00000032380
MGI:2444612	MGI	MGI:2444612	Klhdc7a	kelch domain containing 7A	protein coding gene	ENSMUSG00000078234
MGI:1919324	MGI	MGI:1919324	Anks4b	ankyrin repeat and sterile alpha motif domain containing 4B	protein coding gene	ENSMUSG00000030909
MGI:1920228	MGI	MGI:1920228	Cnih3	cornichon family AMPA receptor auxiliary protein 3	protein coding gene	ENSMUSG00000026514
MGI:1922945	MGI	MGI:1922945	Rilpl1	Rab interacting lysosomal protein-like 1	protein coding gene	ENSMUSG00000029392
MGI:1919735	MGI	MGI:1919735	Ccdc141	coiled-coil domain containing 141	protein coding gene	ENSMUSG00000044033
MGI:1922831	MGI	MGI:1922831	Yipf7	Yip1 domain family, member 7	protein coding gene	ENSMUSG00000029158
MGI:2443383	MGI	MGI:2443383	Slc38a11	solute carrier family 38, member 11	protein coding gene	ENSMUSG00000061171
MGI:2686003	MGI	MGI:2686003	Cimap1d	CIMAP1 family member D	protein coding gene	ENSMUSG00000035963
MGI:1923965	MGI	MGI:1923965	Cntd1	cyclin N-terminal domain containing 1	protein coding gene	ENSMUSG00000078653
MGI:1922717	MGI	MGI:1922717	Stpg4	sperm tail PG rich repeat containing 4	protein coding gene	ENSMUSG00000036557
MGI:1922337	MGI	MGI:1922337	Cimip6	ciliary microtubule inner protein 6	protein coding gene	ENSMUSG00000040919
